,latitude,longitude,town,cluster,sub_cluster
22526,51.691476,-4.836718,Milton,-1,0
22527,51.691442,-4.836727,Milton,-1,0
22530,51.781543,-3.215279,Willowtown,-1,0
22531,51.781564,-3.215349,Willowtown,-1,0
22532,52.482873,-4.049754,Borth,-1,0
22562,54.658307,-1.677427,Bishop Aukland,-1,0
22571,51.608589,-0.365093,Pinner,-1,0
22609,55.846729,-4.022251,Coatbrdige,-1,0
22619,51.015278,-3.833553,South Molton,-1,0
22622,50.352565,-3.577804,Dartmouth,-1,0
22623,50.580154,-3.471707,Dawlish,-1,0
22624,50.549142,-3.49242,Teignmouth,-1,0
22625,50.88286,-2.79701,Crewkerne,-1,0
22628,50.737858,-3.468654,Pinhoe,-1,0
22629,51.11288,-2.45483,Bruton,-1,0
22631,50.92496,-2.913,Ilminster,-1,0
22634,50.28662,-3.77858,Kingsbridge,-1,0
22635,50.82038,-4.07345,Hatherleigh,-1,0
22636,50.73839,-3.99948,Okehampton,-1,0
22637,50.28193,-3.77611,Kingsbridge,-1,0
22638,50.4294,-3.68464, Totnes,-1,0
22639,50.43511,-3.6849,Totnes  ,-1,0
22640,50.547773,-4.146381,Tavistock ,-1,0
22642,51.05836,-4.08573,Barnstaple  ,-1,0
22651,50.97221,-2.76567,Somerset ,-1,0
22652,50.527844,-3.59499,Newton Abbot ,-1,0
22653,50.528494,-3.612889,Newton Abbot,-1,0
22654,50.93926,-2.63464, Yeovil ,-1,0
22655,50.94935,-2.80764,South Petherton,-1,0
22656,50.24059,-3.76897,Salcombe,-1,0
22657,51.08768,-2.51646,Castle Cary,-1,0
22661,50.95299,-2.74976,Stoke Sub Hamdon ,-1,0
22666,50.67191,-3.8384,Chagford ,-1,0
22667,50.34842,-3.8872,Ivybridge  ,-1,0
22668,50.43511,-3.6849,Totnes  ,-1,0
22669,50.69785,-3.09352,Beer,-1,0
22670,50.67893,-3.23541,Sidmouth,-1,0
22672,50.63128,-3.31263,Budleigh ,-1,0
22674,50.78088,-3.00086,Axminster,-1,0
22677,50.7502,-3.41965,Cranbrook ,-1,0
22679,50.72411,-3.46892,Exeter ,-1,0
22680,50.34694,-3.60241,Dartmouth  ,-1,0
22681,50.725071,-3.471048,Exeter ,-1,0
22682,50.731527,-3.452281,Exeter   ,-1,0
22683,50.731527,-3.452281,Redhayes,-1,0
22684,50.547773,-4.146381,Tavistock ,-1,0
22861,53.739787,-0.19846,Hedon,-1,0
22862,53.782569,-0.414659,Cottingham,-1,0
22867,52.359581,1.02309,Diss,-1,0
22870,51.265778,0.616167,Maidstone ,-1,0
22871,55.008352,-3.08653,Gretna ,-1,0
22872,52.055083,-0.698167,Newport Pagnell,-1,0
22888,51.304406,-0.077176,Whyteleafe,-1,0
22891,51.332354,-0.075478,Sanderstead,-1,0
22906,50.37848,-4.943711,St Columb,-1,0
22907,50.37848,-4.943711,St Columb,-1,0
22923,51.47253,-0.209087,Fulham,-1,0
22939,53.51726,-1.41501,Station Road,-1,0
22940,53.51726,-1.41501,Station Road,-1,0
22941,51.578317,0.600021,Rayleigh,-1,0
23615,52.872231,-1.563912,Burnaston,-1,0
23616,52.872231,-1.563912,Burnaston,-1,0
23648,50.838716,-0.175476,Brighton and Hove,-1,0
23923,51.695878,0.10665,Epping,-1,0
23924,51.695878,0.10665,Epping,-1,0
23938,50.6659,-1.188,Alverstone Garden Village,-1,0
23939,50.7064,1.2966,Newport,-1,0
23943,54.971867,-1.409617,South Shields ,-1,0
23970,50.91978,-1.49082,Totton,-1,0
23974,51.14017,-0.47639,Cranleigh,-1,0
24012,50.985186,-0.610362,Petworth,-1,0
24022,54.753828,-1.616981,Brandon,-1,0
24041,50.899755,-1.188076,Wickham,-1,0
24043,50.90143,-1.184533,Wickham,-1,0
24051,51.038403,-2.278295,Gillingham,-1,0
24086,50.711338,-2.759427,West Bay,-1,0
24087,50.711338,-2.759427,West Bay,-1,0
24101,54.822543,-1.747203,Lanchester,-1,0
24113,54.885269,-1.70288,Tanfield,-1,0
24116,50.317937,-5.202829,St Agnes,-1,0
24117,50.317937,-5.202829,St Agnes,-1,0
24131,54.652639,-1.69733,Sedgefield,-1,0
24136,54.818392,-1.628786,Sacriston,-1,0
24152,54.869265,-1.859282,Shotley,-1,0
24166,54.711788,-1.693677,Willington and Hunwick,-1,0
24169,50.694216,-1.292664, Newport,-1,0
24172,50.628523,-1.180288,Shanklin,-1,0
24173,50.70405,-1.500036,Yarmouth,-1,0
24174,50.70405,-1.500036,Yarmouth,-1,0
24177,52.768569,0.188731,Sutton Bridge,-1,0
24178,52.801442,0.022896,Holbeach,-1,0
24179,52.674483,-0.16521,Crowland,-1,0
24201,50.926971,-2.303425,Sturminster Newton,-1,0
24202,50.926971,-2.303425,Sturminster Newton,-1,0
24207,50.721065,-1.111312,Seaview,-1,0
24209,50.847066,-1.06667,Cosham,-1,0
24244,51.352549,-2.000548,Devizes,-1,0
24251,51.086513,-1.854486,Wilton,-1,0
24252,51.542456,-1.905854,Royal Wootton Bassett,-1,0
24253,51.172337,-1.779208,Amesbury,-1,0
24254,51.261201,-2.184716,Westbury,-1,0
24269,51.344794,-2.254509,Bradford-on-Avon,-1,0
24270,51.344794,-2.254509,Bradford-on-Avon,-1,0
24272,51.340133,-1.773057,Pewsey,-1,0
24285,50.686997,-2.109006,Wareham,-1,0
24292,50.797434,-1.983474,Wimborne Minster,-1,0
24293,50.635955,-2.05984,Corfe Castle,-1,0
24294,50.635955,-2.05984,Corfe Castle,-1,0
24299,50.731366,-2.75654,South Street,-1,0
24300,50.731366,-2.75654,South Street,-1,0
24307,50.809493,-2.73791,Beaminster,-1,0
24377,54.687947,-1.556824,Ferryhill,-1,0
24383,54.66197,-1.674301,Bishop Auckland ,-1,0
24387,54.757611,-1.336509,Peterlee,-1,0
24392,54.652639,-1.467077,Sedgefield,-1,0
24400,54.854085,-1.833177,Peterlee,-1,0
24401,54.551281,-1.913551,Consett ,-1,0
24403,54.854647,-1.575198,Bishop Auckland Town,-1,0
24408,54.76103,-1.3876,Shotton Colliery,-1,0
24409,54.85692,-1.67902,Craghead,-1,0
24410,54.77569,-1.50987,Sherburn Village,-1,0
24411,54.77569,-1.50987,Sherburn Village,-1,0
24414,54.67994,-1.52111,Ferryhill,-1,0
24419,54.88124,-1.65791,Beamish,-1,0
24429,51.658389,-3.345503,Abercynon,-1,0
24435,51.091466,0.945524,Aldington,-1,0
24436,55.41193,-1.710225,Alnwich,-1,0
24437,55.41193,-1.710225,Alnwich,-1,0
24482,52.492732,-2.999169,Bishop's Castle,-1,0
24483,52.492732,-2.999169,Bishop's Castle,-1,0
24484,53.297969,-2.097004,Bollington,-1,0
24485,53.297969,-2.097004,Bollington,-1,0
24511,51.33922,-0.474253,Byfleet,-1,0
24512,51.33922,-0.474253,Byfleet,-1,0
24513,51.611368,-2.956876,Caerleon,-1,0
24553,51.25575,1.019103,Canterbury ,-1,0
24631,51.576004,-3.23067,Carephilly,-1,0
24632,51.576004,-3.23067,Carephilly,-1,0
24635,51.392089,-0.503329,Chertsey,-1,0
24636,51.392089,-0.503329,Chertsey,-1,0
24640,54.973398,-2.015618,Corbridge,-1,0
24641,54.973398,-2.015618,Corbridge,-1,0
24642,51.415938,-3.182292,Cosmeston,-1,0
25076,51.462462,-3.446439,Cowbridge,-1,0
25077,51.462462,-3.446439,Cowbridge,-1,0
25106,51.741597,-3.182905,Cwm,-1,0
25110,51.739034,-3.181596,Cwmfelinfach,-1,0
25111,51.618888,-3.178465,Cwmfelinfach,-1,0
25112,51.742769,-3.132384,Cwmtillery,-1,0
25129,51.294185,0.455317,Ditton,-1,0
25130,51.281486,0.771261,Doddington,-1,0
25206,51.716784,-3.235584,Elliots Town,-1,0
25209,55.298676,-1.71124,Felton,-1,0
25256,51.443052,0.260618,Greenhithe,-1,0
25265,56.035299,-2.829033,Gullane,-1,0
25266,56.035299,-2.829033,Gullane,-1,0
25267,51.730225,-3.133435,Gwent,-1,0
25268,51.770738,-3.24539,Gwent,-1,0
25325,50.969791,0.246453,Heathfield,-1,0
25326,50.969791,0.246453,Heathfield,-1,0
25331,51.739128,-3.510299,Hirwaun,-1,0
25338,51.399657,0.246179,Horton,-1,0
25339,55.854753,-2.86928,Humbie,-1,0
25340,55.854753,-2.86928,Humbie,-1,0
25354,55.931413,-3.044382,Inveresk,-1,0
25355,55.931413,-3.044382,Inveresk,-1,0
25363,54.270286,-0.933622,"Kirkbymoorside, York",-1,0
25364,54.270286,-0.933622,"Kirkbymoorside, York",-1,0
25388,51.273813,1.164687,"Littlebourne, Canterbury",-1,0
25392,51.700317,-3.13647,Llanhilleth,-1,0
25393,51.700317,-3.13647,Llanhilleth,-1,0
25440,51.127655,1.092174,Lyminge,-1,0
25441,51.127655,1.092174,Lyminge,-1,0
25442,55.940282,-2.907533,Macmerry,-1,0
25443,55.940282,-2.907533,Macmerry,-1,0
25452,51.274324,0.392309,Malling,-1,0
25453,51.610603,-3.004657,Malpas,-1,0
25454,51.616458,-3.013891,Malpas,-1,0
25457,54.139278,-0.789565,Malton ,-1,0
25458,51.391914,1.383237,Margate,-1,0
25462,51.531593,-3.068263,Marshfield,-1,0
25463,54.221464,-1.656381,Masham,-1,0
25464,54.221464,-1.656381,Masham,-1,0
25465,51.7435,-3.376936,Merthyr,-1,0
25525,57.522157,-4.474049,Muir of Ord,-1,-1
25573,51.157001,1.112518,North Elham,-1,0
25586,51.678145,-3.17773,Oakdale,-1,0
25638,51.583773,-3.433267,Porth,-1,0
25639,51.475963,-3.700516,Porthcawl,-1,0
25640,51.475963,-3.700516,Porthcawl,-1,0
25657,51.645058,-3.327779,Rhondda Cynon Ta,-1,0
25662,51.586994,-3.312935,Rhydyfelin,-1,0
25695,51.278278,1.338385,Sandwich ,-1,0
25696,51.278278,1.338385,Sandwich ,-1,0
25719,51.40165,-3.41922,St. Athan,-1,0
25817,51.534238,-3.389699,Talbot Green,-1,0
25818,57.128815,-2.858372,Tarland,-1,0
25819,51.644363,-3.486248,Ton Pentre,-1,0
25837,51.600504,-3.418382,Trebanog,-1,0
25840,51.643092,-3.461099,Tyntyla,-1,0
25841,51.643092,-3.461099,Tyntyla,-1,0
25866,52.417363,-1.059392,Welford,-1,0
25876,56.024711,-2.650387,Whitekirk,-1,0
25877,56.024711,-2.650387,Whitekirk,-1,0
25935,54.08565,-1.760529,Pateley Bridge,-1,0
25936,54.08565,-1.760529,Pateley Bridge,-1,0
25941,51.603702,-3.542045,Ogmore Vale,-1,0
25942,51.514786,-3.430879,Llanharry,-1,0
25943,51.530409,-3.685289,Kenfig Hill,-1,0
25949,54.433756,-0.534834,Robin Hoods Bay,-1,0
25950,54.555743,-0.793629,Staithes,-1,0
25951,54.555743,-0.793629,Staithes,-1,0
25958,53.230511,-0.533891,Linclon,-1,0
25959,53.230511,-0.533891,Linclon,-1,0
25961,51.416825,-0.12657,Norbury,-1,0
25988,51.930857,-2.403718,Newent,-1,0
25989,51.930857,-2.403718,Newent,-1,0
26003,51.58214,-3.308883,Hawthorn,-1,0
26004,51.58214,-3.308883,Hawthorn,-1,0
26005,51.388512,-3.349484,Rhoose,-1,0
26006,51.675111,-3.537615,Treherbert,-1,0
26027,51.643999,-3.467361,Ystrad,-1,0
26060,51.196964,0.066003,Edenbridge,-1,0
26061,51.196964,0.066003,Edenbridge,-1,0
26064,51.472231,-3.19879,Ninian Park,-1,0
26066,51.607848,-3.030034,Bettws,-1,0
26069,51.910284,-2.050135,Lynworth,-1,0
26070,51.910284,-2.050135,Lynworth,-1,0
26075,50.92424,0.019961,Barcombe,-1,0
26078,54.532698,-0.751489,Runswick Bay,-1,0
26142,51.423208,-3.365363,Llancarfan,-1,0
26143,51.363291,-0.246992,Stoneleigh,-1,0
26144,51.363291,-0.246992,Stoneleigh,-1,0
26145,51.217675,0.957428,Godmersham,-1,0
26184,51.451962,-0.174819,Wandswoth,-1,0
26193,52.069079,-1.49318,Cherwell District,-1,0
26203,51.607359,-3.442466,Wales,-1,0
26209,51.114775,1.164586,Hawkinge,-1,0
26238,52.059186,1.279164,Martlesham,-1,0
26257,51.279423,1.279734,Ash,-1,0
26262,54.532698,-0.751489,Runswick Bay,-1,0
26263,54.433756,-0.534834,Robin Hoods Bay,-1,0
26264,50.92424,0.019961,Barcombe,-1,0
26270,51.557713,-3.354401,Beddau,-1,0
26295,51.539034,-3.466001,Brynna,-1,0
26307,51.522635,0.294588,Ockenden,-1,0
26308,51.182871,0.36134,Five Oak Green,-1,0
26338,55.854284,-6.109226,Port Askaig,-1,-1
26342,56.237664,-4.19999,Callander,-1,0
26343,57.683007,-2.691588,Portsoy,-1,0
26348,51.620976,-3.539323,Nant-y-moel,-1,0
26351,52.537921,-2.807488,Church Stretton,-1,0
26352,52.537921,-2.807488,Church Stretton,-1,0
26363,51.797515,-3.205786,Beaufort,-1,0
26364,51.582794,-3.467605,Hendreforgan,-1,0
26379,51.646681,-3.226546,Hengoed,-1,0
26405,50.948726,0.966397,Greatstone-on-Sea,-1,0
26406,50.948726,0.966397,Greatstone-on-Sea,-1,0
26407,51.135084,0.205045,Royal Tunbridge Wells,-1,0
26420,51.523236,-3.390304,Pontyclun,-1,0
26421,51.567694,-3.3184,Llantwit Fardre,-1,0
26431,55.298677,-1.71124,Felton,-1,0
26464,51.431846,-3.212012,Dinas Powys,-1,0
26481,54.885281,-1.366285,Wearside,-1,0
26504,51.526576,-3.498381,Pencoed,-1,0
26509,51.61451,-3.409807,Porth,-1,0
26510,51.448761,-0.139349,Clapham,-1,0
26587,51.74277,-3.132384,Cwmtillery,-1,0
26592,51.449399,-0.113733,Brockwell Park,-1,0
26593,51.556298,-3.353812,Beddau,-1,0
26631,51.446912,-0.140548,Clapham,-1,0
26658,51.580663,-2.83217,Magor,-1,0
26695,51.824351,-2.503387,Cinderford,-1,0
26696,51.824351,-2.503387,Cinderford,-1,0
26797,50.930641,-0.271802,Henfield,-1,0
26798,50.930641,-0.271802,Henfield,-1,0
27078,51.489151,0.120366,Wichelstowe,-1,0
27079,51.489151,0.120366,Wichelstowe,-1,0
27165,51.012179,0.983517,St Mary's Bay,-1,0
27202,51.421076,-0.175194,Merton,-1,0
27245,51.602208,0.243518,Havering,-1,0
27263,51.41137,-0.191949,Merton,-1,0
27267,51.567892,0.007567,Waltham Forest,-1,0
27277,51.51627,-0.095994,City of London,-1,0
27285,51.56055,-0.41098,Hillingdon,-1,0
27293,51.556517,-0.39904,Hillingdon,-1,0
27304,52.430436,-1.517957,Radford,-1,0
27339,54.465055,-6.083718,Co Down,-1,2
27350,51.809571,-3.870378,Upper Brynamman,-1,0
27351,51.81852,-4.006362,Llandybie,-1,0
27352,51.883294,-3.991651,Llandeilo,-1,0
27353,52.075911,-4.158837,Llandybber,-1,0
27354,51.795805,-3.813568,Ystradowen,-1,0
27355,51.769048,-4.387812,Llanstefan,-1,0
27356,51.81939,-4.497226,St Clears,-1,0
27357,51.818471,-4.616009,Whitland,-1,0
27358,51.743639,-4.557484,Pendine,-1,0
27359,51.743639,-4.557484,Pendine,-1,0
27360,51.770338,-4.365864,Ferryside,-1,0
27362,51.788625,-4.118818,Tumble,-1,0
27363,51.778861,-4.173797,Pontyberem,-1,0
27364,51.804415,-3.906,Garnant,-1,0
27365,51.736379,-4.313146,Kidwelly,-1,0
27382,51.544493,-4.211419,Port Eynon,-1,0
27387,51.805162,-3.922237,Glanamman,-1,0
27388,51.752544,-4.217927,Pontyates,-1,0
27399,51.568373,-4.01987,Newton ,-1,0
27400,51.570958,-4.030182,Bishopston,-1,0
27406,51.840277,-4.319445,Johnstown,-1,0
27407,51.822059,-4.491788,St.Clears,-1,0
27410,51.736188,-4.3131,Kidwelly,-1,0
27585,52.037277,-0.766195,MIlton Keynes,-1,0
27586,52.037277,-0.766195,MIlton Keynes,-1,0
27609,52.588661,-0.722335,Uppingham,-1,0
27610,52.588661,-0.722335,Uppingham,-1,0
27626,52.190292,-2.509079,Bromyard,-1,0
27627,52.190292,-2.509079,Bromyard,-1,0
27644,51.989147,-0.769283,Bletchley,-1,0
27645,51.989147,-0.769283,Bletchley,-1,0
27796,51.763199,-0.567523,Berkhamsted,-1,0
27797,51.763199,-0.567523,Berkhamsted,-1,0
27804,51.829258,-0.213413,Welwyn,-1,0
27805,51.829258,-0.213413,Welwyn,-1,0
27820,53.151089,-1.57489,Darley Dale,-1,0
27821,53.151089,-1.57489,Darley Dale,-1,0
27911,51.875489,-2.26847,Over,-1,0
27916,53.084343,-1.573374,Pikehall,-1,0
27917,53.084343,-1.573374,Pikehall,-1,0
27969,54.072342,-2.869134,Morcambe,-1,0
27970,54.072342,-2.869134,Morcambe,-1,0
28126,52.978928,-2.224626,Newcastle Under Lyme,-1,0
28168,52.344318,-1.58079,Kenilworth,-1,0
28171,52.066338,-0.700763,Pagnell,-1,0
28173,51.246212,-0.065726,Godstone,-1,0
28254,51.42754,-0.897744,Earley,-1,0
28267,51.962484,-0.229242,Letchworth,-1,0
28270,51.400654,-0.195962,Morden,-1,0
28298,55.7719,-2.7848,Carfraemill,-1,0
28299,55.498299,-4.5649,Ayrshire,-1,0
28319,53.028984,0.100265,Old Leake,-1,0
28320,53.152103,-2.348177,Sandbach,-1,0
28321,53.152103,-2.348177,Sandbach,-1,0
28332,52.993801,-0.7589,Long Bennington,-1,0
28333,53.41433,-0.784768,Morton,-1,0
28334,52.975026,-1.406663,Morley,-1,0
28339,52.79121,-1.669265,Burton on Trent,-1,0
28347,50.1483,-5.0741,Falmouth,-1,0
28389,51.324013,-1.226203,Kingsclere,-1,0
28404,51.604477,-1.110225,Crowmarsh Gifford,-1,0
28405,51.604477,-1.110225,Crowmarsh Gifford,-1,0
28414,51.585391,-0.017351,Walthamstow,-1,0
28415,51.585391,-0.017351,Walthamstow,-1,0
28439,53.786377,-2.673405,Fulwood,-1,0
28447,51.17712,-1.757323,Amesbury,-1,0
28459,56.134738,-3.132164,Kircklady,-1,0
28462,51.487499,-0.26371,Chiswick,-1,0
28466,51.049011,0.423562,Wadhurst,-1,0
28467,51.360764,0.27113,Longfield,-1,0
28474,53.497902,-0.315488,Caistor,-1,0
28475,53.3009,-0.465,Dunholme,-1,0
28476,53.793201,-2.697,Fulwood,-1,0
28508,51.36085,-0.694745,Bagshot,-1,0
28582,52.329487,-2.266195,Stourport-on-Severn Worcs,-1,0
28583,52.329487,-2.266195,Stourport-on-Severn Worcs,-1,0
28603,53.152142,-0.215545,Woodhall Spa,-1,0
28604,53.152142,-0.215545,Woodhall Spa,-1,0
28607,53.338009,0.266292,Mablethorpe,-1,0
28608,53.338009,0.266292,Mablethorpe,-1,0
28609,53.173622,0.099845,Spilsby,-1,0
28610,53.173622,0.099845,Spilsby,-1,0
28637,53.36076,-4.275374,Anglesey,-1,0
28638,53.36076,-4.275374,Anglesey,-1,0
28709,53.877655,-3.044817,Cleveleys,-1,0
28710,53.877655,-3.044817,Cleveleys,-1,0
28737,52.595333,-2.561212,Much Wenlock,-1,0
28738,52.595333,-2.561212,Much Wenlock,-1,0
28770,52.694014,1.33749,Crostwick,-1,0
28775,51.579105,-0.710682,Bourne End,-1,0
28776,51.579105,-0.710682,Bourne End,-1,0
28777,51.476345,-0.395964,Cranford,-1,0
28778,51.476345,-0.395964,Cranford,-1,0
28783,51.799107,-1.328975,Cassington,-1,0
28784,51.799107,-1.328975,Cassington,-1,0
28787,50.896003,0.067064,"Ringmer, Lewes",-1,0
28799,53.037668,-1.205737,Hucknall,-1,0
28804,51.167999,-0.1809,Gatwick,-1,0
28915,53.301449,-1.47609,Dronfield,-1,0
28918,52.8853,-1.2865,Long Eaton,-1,0
28926,53.005845,-1.128548,Arnold,-1,0
29025,51.723202,-0.8288,Bucks,-1,0
29026,51.723202,-0.8288,Bucks,-1,0
29031,50.742744,-2.912853,Charmouth,-1,0
29032,50.742744,-2.912853,Charmouth,-1,0
29036,51.459599,-0.243064,Putney,-1,0
