,ID,latitude,longitude
3403,107863,51.56955,-0.21379
3404,107874,51.61448,-0.26083
3405,107887,51.65699,-0.18565
3406,107888,51.65457,-0.18022
3407,107890,51.657469999999996,-0.21459
3408,107900,51.60371,-0.21774
3409,108004,51.4514,0.13656
3410,108128,51.54308,-0.22273
3411,108320,51.42448,0.06914
3412,108383,51.37497,0.06629
3413,108471,51.54518,-0.17103
3414,108484,51.54175,-0.15929
3415,108575,51.53528,-0.14553
3416,108649,51.31996,-0.13727
3417,108658,51.34863,-0.08297
3418,108851,51.51799,-0.30318
3419,108857,51.5038,-0.28752
3420,108903,51.52749,-0.28911
3421,108906,51.52683,-0.30684
3422,108960,51.49653,-0.36705
3423,109228,51.455,0.06498
3424,109503,51.47375,-0.2102
3425,109524,51.49772,-0.23627
3426,109558,51.60119,-0.13872
3427,109588,51.58827,-0.15272
3428,109727,51.56684,-0.33481
3429,109774,51.59227,-0.34359
3430,110008,51.57565,-0.40223
3431,110024,51.58358,-0.4048
3432,110029,51.61756,-0.48645
3433,110398,51.49311,-0.17753
3434,110422,51.48454,-0.17042
3435,110460,51.51178,-0.20326
3436,110552,51.38767,-0.26519
3437,111044,51.42892,-0.19037
3438,111175,51.50277,0.04488
3439,111302,51.62313,0.02347
3440,111362,51.46306,-0.27369
3441,111375,51.43276,-0.28716
3442,111409,51.46762,-0.24028
3443,111418,51.46556,-0.29342
3444,111886,51.63656,0.0123
3445,112075,51.44409,-0.16327
3446,112256,51.51042,-0.12655
3447,112355,53.59318,-2.48936
3448,112556,53.62973,-2.34291
3449,112651,53.43379,-2.28636
3450,112893,53.56014,-2.03743
3451,113245,53.3576,-2.18888
3452,113262,53.37432,-2.15361
3453,113332,53.404,-2.06122
3454,113373,53.35596,-2.16943
3455,113507,53.50179,-2.03223
3456,113531,53.3757,-2.36144
3457,113655,53.40803,-2.32026
3458,114531,53.32747,-3.12351
3459,114533,53.324,-3.08867
3460,114583,53.37977,-3.04788
3461,114746,53.50716,-1.59554
3462,115618,54.99577,-1.60157
3463,116060,54.92594,-1.5364
3464,116513,52.59377,-1.80509
3465,116519,52.5881,-1.84355
3466,116522,52.58634,-1.8316
3467,116523,52.58451,-1.80914
3468,116746,52.37513,-1.51316
3469,116917,52.44182,-2.15674
3470,117242,52.41093,-1.78719
3471,117266,52.3847,-1.78854
3472,118158,53.64108,-1.86965
3473,118205,53.59198,-1.7176
3474,118468,53.73186,-1.5265
3475,118611,53.83667,-1.50579
3476,118752,53.69575,-1.40367
3477,118904,54.68267,-1.25352
3478,118939,54.53507,-1.27318
3479,119119,54.57118,-1.30543
3480,119291,53.43178,-2.59645
3481,119960,53.56577,-0.62484
3482,120696,52.03115,-2.41239
3483,120712,52.31493,-2.8902
3484,120769,52.75023,-2.3699
3485,120837,52.69975,-2.43118
3486,121034,51.32298,-2.51194
3487,121067,51.38971,-2.39119
3488,121342,51.49526,-2.61498
3489,121420,51.31804,-2.96055
3490,121566,51.56113,-2.6412
3491,121605,51.51911,-2.45335
3492,121611,51.51667,-2.50386
3493,122040,50.71417,-1.9502
3494,122100,51.62193,-1.72237
3495,122399,51.5433,0.68237
3496,122450,51.54074,0.76532
3497,122676,51.36292,0.50779
3498,122701,51.42313,0.49773
3499,122714,51.38663,0.48226
3500,122820,51.39658,-1.0624
3501,122830,51.46094,-1.31006
3502,122880,51.41381,-1.14556
3503,122934,51.46969,-1.03507
3504,123143,51.46446,-0.6113
3505,123155,51.40388,-0.6475
3506,123164,51.4503,-0.89769
3507,123180,51.39444,-0.85085
3508,123186,51.38738,-0.86004
3509,123238,51.48134,-0.87195
3510,123302,52.06943,-0.74866
3511,123334,52.15144,-0.74806
3512,123340,52.05634,-0.79528
3513,123351,52.04274,-0.81478
3514,123531,50.87268,-0.17374
3515,123789,50.72534,-1.20465
3516,123935,52.03473,-0.34896
3517,124132,51.79729,-1.04921
3518,124146,51.86333,-0.61601
3519,124164,51.76934,-0.90125
3520,124211,51.74436,-0.73082
3521,124214,51.77285,-0.7477
3522,124229,51.65655,-0.59833
3523,124246,51.62949,-0.57841
3524,124270,51.69861,-0.72803
3525,124315,51.55597,-0.5958
3526,124348,51.59679,-0.69739
3527,124359,51.58393,-0.80916
3528,124393,51.62302,-0.73809
3529,124584,52.36486,-0.26503
3530,124711,52.17175,0.22486
3531,124796,53.17102,-2.9065
3532,124866,53.14638,-2.18693
3533,125054,53.32868,-2.4723
3534,125106,53.32283,-2.33319
3535,125136,53.1986,-2.47792
3536,125801,54.36639,-2.68049
3537,126009,53.2342,-1.60109
3538,126012,53.15929,-1.56484
3539,126021,53.25463,-1.7102
3540,126176,53.17333,-1.41459
3541,126447,50.90729,-3.41117
3542,126588,50.58184,-3.66335
3543,126589,50.59309,-3.66387
3544,126591,50.61287,-3.71569
3545,126693,50.96674,-4.05132
3546,126836,50.84642,-2.18588
3547,126916,50.79286,-2.87619
3548,126917,50.77278,-2.7588
3549,127038,54.81489,-1.78785
3550,127082,54.81098,-1.55804
3551,127152,54.73644,-1.37955
3552,127292,50.79269,0.26265
3553,127398,50.88652,0.07261
3554,127492,50.99039,0.22154
3555,127505,51.04101,0.14997
3556,127746,51.9096,0.49039
3557,127747,51.88284,0.50005
3558,127807,51.62811,0.25963
3559,127932,51.74173,0.44868
3560,127987,51.94935,0.99822
3561,127990,51.95022,0.89257
3562,128096,51.64232,0.13465
3563,128295,51.92362,0.96465
3564,128498,52.05488,-1.77474
3565,128522,51.69445,-1.85405
3566,128589,51.67485,-2.64625
3567,128682,51.69069,-2.29123
3568,128721,51.72853,-2.18871
3569,128798,51.33593,-1.32384
3570,128895,51.10126,-1.03507
3571,128906,51.16484,-0.94892
3572,128916,51.04522,-0.90904
3573,128959,50.9747,-1.39036
3574,129025,50.87483,-1.19526
3575,129083,50.8512,-1.27223
3576,129171,51.25851,-0.9465
3577,129271,50.90808,-1.6363
3578,129321,50.75772,-1.55098
3579,129323,50.87121,-1.56134
3580,129436,50.98106,-1.60366
3581,129472,50.99118,-1.46026
3582,129496,51.04936,-1.15884
3583,129498,50.99365,-1.30395
3584,129546,50.94155,-1.16923
3585,129548,50.9179,-1.13703
3586,129554,50.88217,-1.20381
3587,129560,51.74866,-0.0232
3588,129750,51.76077,-0.0664
3589,129751,51.79751,-0.051089999999999997
3590,129764,51.88862,-0.04895
3591,129776,51.87131,0.01802
3592,129794,51.68449,-0.33233
3593,129816,51.63884,-0.34531
3594,129824,51.64386,-0.35321
3595,129864,52.0116,0.03608
3596,129881,51.94426,-0.29621
3597,129891,51.90102,-0.31416
3598,129952,51.81577,-0.34146
3599,129963,51.80451,-0.34276
3600,129996,51.72219,-0.36014
3601,130001,51.78493,-0.29885
3602,130041,51.91091,-0.21154
3603,130081,51.64834,-0.51113
3604,130340,51.3339,1.19157
3605,130378,51.26284,1.05222
3606,130448,51.11489,1.23431
3607,130482,51.15805,1.37892
3608,130589,51.29523,0.5918
3609,130692,51.30525,0.18498
3610,130707,51.27503,0.18725
3611,130708,51.28005,0.18803
3612,130758,51.076,1.07493
3613,130856,51.30706,0.88343
3614,131003,51.29758,0.40736
3615,131008,51.06754,0.58544
3616,131164,53.68074,-2.63839
3617,131194,53.68768,-2.55629
3618,131314,54.07897,-2.7731
3619,131569,53.6915,-2.1889
3620,131587,53.74028,-2.6648
3621,131605,53.69993,-2.70436
3622,131634,53.69337,-2.74557
3623,132054,52.63336,-1.51998
3624,132092,52.75143,-1.48885
3625,132155,52.58959,-1.05989
3626,132353,53.19642,-0.39911
3627,132381,52.93926,-0.41569
3628,132416,52.82029,-0.14376
3629,132433,52.85217,-0.18692
3630,132515,52.8946,-0.33846
3631,132543,53.4161,-0.39649
3632,132555,53.32985,-0.67046
3633,132562,53.40864,-0.50271
3634,132563,53.3059,-0.50869
3635,132701,52.65372,1.349
3636,132783,52.93689,0.73016
3637,132799,52.74425,0.54513
3638,133046,52.59894,1.42212
3639,133094,52.49598,-0.7621
3640,133113,52.31612,-0.90576
3641,133157,52.4898,-0.48622
3642,133168,52.37031,-0.54035
3643,133185,52.32737,-0.52768
3644,133573,54.97979,-1.91552
3645,133587,54.96764,-1.85025
3646,133683,54.12767,-1.28347
3647,133807,53.9438,-1.45783
3648,133818,54.17833,-1.47482
3649,133930,54.30728,-0.43023
3650,133968,53.75826,-1.22123
3651,134065,53.07963,-1.23582
3652,134128,53.29057,-1.12607
3653,134273,53.02401,-1.0692
3654,134374,53.21811,-0.73583
3655,134378,53.19392,-1.08012
3656,134386,53.00039,-1.00867
3657,134404,53.06523,-0.98174
3658,134407,53.03916,-0.96238
3659,134419,52.91845,-1.15409
3660,134420,52.91325,-1.15153
3661,134533,52.1311,-1.33715
3662,134540,51.99898,-1.46338
3663,134649,51.62391,-1.06469
3664,134674,51.61961,-1.24087
3665,134752,51.68148,-1.25925
3666,134810,51.86507,-1.58317
3667,134842,51.86525,-1.64265
3668,134845,51.72725,-1.48279
3669,134938,52.96634,-2.42041
3670,135013,52.64689,-2.5947
3671,135085,51.16931,-2.3981
3672,135164,51.23602,-2.97066
3673,135431,52.81048,-1.68355
3674,135490,52.72498,-1.76801
3675,135617,52.9906,-2.2447
3676,135681,52.56264,-2.19898
3677,135696,52.85434,-2.00671
3678,136037,52.24873,0.88567
3679,136068,52.19572,1.03356
3680,136178,52.0856,1.30458
3681,136193,52.3124,1.56659
3682,136296,51.40668,-0.37142
3683,136327,51.40018,-0.39948
3684,136348,51.3344,-0.25058
3685,136370,51.33096,-0.29314
3686,136438,51.28712,-0.6631
3687,136441,51.2888,-0.5129
3688,136498,51.24075,-0.32817
3689,136594,51.19906,-0.15393
3690,136685,51.40283,-0.41969
3691,136701,51.43469,-0.50536
3692,136734,51.31794,-0.72677
3693,136852,51.21117,-0.7906
3694,136855,51.23463,-0.79086
3695,136866,51.22787,-0.76082
3696,136873,51.14157,-0.77582
3697,136933,51.30338,-0.56526
3698,136958,51.32507,-0.52553
3699,136959,51.31871,-0.4991
3700,136963,51.31031,-0.57864
3701,137146,52.18065,-1.86539
3702,137179,52.24904,-1.30857
3703,137233,52.32961,-1.45708
3704,137258,52.33401,-1.56933
3705,137488,50.78619,-0.88242
3706,137549,51.12922,-0.16478
3707,137561,51.02026,-0.4474
3708,137576,50.91841,-0.46007
3709,137610,50.97369,-0.49256
3710,137633,50.91884,-0.32632
3711,137666,51.1362,-0.10483
3712,137682,51.1094,-0.03377
3713,137713,50.93284,-0.16561
3714,137791,51.37715,-2.0216
3715,137821,51.32497,-1.56632
3716,138074,52.41423,-2.14234
3717,138075,52.42397,-2.14712
3718,138183,52.28225,-1.91091
3719,138269,52.20949,-2.13047
3720,138308,52.08963,-1.96656
3721,138309,52.32426,-2.24257
3722,138318,52.25837,-2.05795
3723,138322,52.23176,-2.21895
3724,138518,50.84483,-1.01401
3725,138805,53.54642,-2.00047
3726,138854,52.39151,-0.7755
3727,138875,53.18038,-0.59766
3728,138898,51.92553,-0.16132
3729,139233,52.4009,0.24279
3730,139261,52.39904,0.53792
3731,139283,54.53009,-1.32358
3732,139331,52.86954,-1.63269
3733,139784,57.07261,-2.1316
3734,140672,55.93775,-4.30194
3735,140756,55.93859,-4.17198
3736,140840,55.90841,-2.89586
3737,140841,55.91071,-2.8815
3738,140935,55.76456,-4.32907
3739,140937,55.77172,-4.32489
3740,141092,55.89787,-3.20492
3741,141218,55.93429,-3.08972
3742,141331,55.94608,-3.25248
3743,141344,55.95697,-3.26169
3744,141401,55.94906,-3.28494
3745,141466,56.01696,-3.90302
3746,142623,55.81389,-3.20279
3747,142675,55.89044,-3.08068
3748,143179,55.96242,-4.00579
3749,143203,59.01726,-3.26585
3750,144650,53.04104,-3.30344
3751,145493,51.42359,-3.17808
3752,145584,51.52154,-3.37127
3753,145749,51.57105,-3.15016
3754,145842,51.66862,-3.02307
3755,145866,51.9025,-2.97433
3756,145956,51.62488,-2.84322
3757,145984,51.60382,-3.05608
3758,146145,51.54101,-3.21863
3759,106862,54.64785,-5.57828
3760,107057,54.56344,-5.96426
3761,107416,54.53088,-5.97034
3762,107807,51.65408,-0.15919
3763,107833,51.61653,-0.27313
3764,107891,51.65475,-0.1968
3765,107908,51.64123,-0.17264
3766,107965,51.61378,-0.16459
3767,107998,51.46719,0.12673
3768,108175,51.57756,-0.30644
3769,108284,51.41047,0.03692
3770,108389,51.35951,0.0066
3771,108437,51.38336,0.08515
3772,108547,51.52298,-0.11572
3773,108589,51.54333,-0.18264
3774,108722,51.34067,-0.103
3775,108727,51.33426,-0.08952
3776,108734,51.34042,-0.08127
3777,108758,51.38099,-0.04321
3778,108848,51.51288,-0.31726
3779,108853,51.5176,-0.31511
3780,108854,51.51523,-0.31206
3781,108905,51.52463,-0.29602
3782,108950,51.53824,-0.40807
3783,108964,51.50288,-0.36194
3784,109254,51.47612,-0.00062
3785,109277,51.48794,0.00958
3786,109517,51.47864,-0.19113
3787,109520,51.4743,-0.19376
3788,109715,51.60299,-0.2767
3789,109719,51.58143,-0.33008
3790,109735,51.60793,-0.33961
3791,109742,51.60809,-0.38276
3792,109800,51.58002,-0.37671
3793,109846,51.56388,0.26263
3794,109852,51.5449,0.18645
3795,110053,51.56281,-0.45898
3796,110074,51.60162,-0.4051
3797,110498,51.39233,-0.27731
3798,110500,51.39416,-0.28984
3799,110532,51.43256,-0.25675
3800,110545,51.40944,-0.30367
3801,110574,51.38372,-0.29791
3802,110615,51.46394,-0.14044
3803,110832,51.44735,-0.05859
3804,111006,51.39379,-0.17877
3805,111013,51.41311,-0.23538
3806,111295,51.55693,0.10477
3807,111333,51.58737,0.01951
3808,111358,51.48179,-0.23821
3809,111388,51.42705,-0.36679
3810,111417,51.46761,-0.30851
3811,111618,51.4541,-0.09359
3812,112131,51.45206,-0.19628
3813,112158,51.44705,-0.20966
3814,112239,51.52025,-0.1527
3815,112266,51.49182,-0.12968
3816,112326,53.61959,-2.43368
3817,112395,53.60694,-2.51841
3818,112434,53.6109,-2.48417
3819,112493,53.53909,-2.32443
3820,112914,53.58472,-2.06981
3821,113039,53.6182,-2.20239
3822,113189,53.49315,-2.38391
3823,113580,53.37272,-2.31678
3824,113582,53.36246,-2.31153
3825,113593,53.42358,-2.33858
3826,113639,53.38564,-2.34276
3827,113654,53.38775,-2.31744
3828,113780,53.48701,-2.5794
3829,113787,53.47013,-2.57077
3830,114084,53.36293,-2.92279
3831,114171,53.38339,-2.88298
3832,114198,53.45701,-2.7938
3833,114618,53.34954,-3.13576
3834,114752,53.51814,-1.65635
3835,114754,53.52506,-1.62123
3836,114921,53.43283,-1.02736
3837,114998,53.41085,-1.28051
3838,115244,53.37666,-1.52593
3839,115247,53.36918,-1.55478
3840,115329,53.35614,-1.50416
3841,115393,53.44283,-1.66035
3842,115604,55.00605,-1.63482
3843,115764,55.01127,-1.54578
3844,115772,55.05258,-1.45564
3845,115839,54.95834,-1.39489
3846,115841,54.95198,-1.414
3847,115955,54.84014,-1.49218
3848,116162,52.4617,-1.91078
3849,116525,52.57478,-1.81448
3850,117205,52.40317,-1.74946
3851,117206,52.39465,-1.73646
3852,117491,52.55924,-2.08813
3853,117587,52.59831,-2.18357
3854,117736,53.88892,-1.87509
3855,117792,53.86344,-1.84292
3856,118142,53.67905,-1.68054
3857,118184,53.59739,-1.86866
3858,118593,53.73866,-1.44966
3859,118647,53.93117,-1.40489
3860,118648,53.92544,-1.37383
3861,118822,53.6954,-1.49494
3862,119145,54.62391,-1.30196
3863,119178,54.49256,-1.51732
3864,119225,53.39042,-2.72695
3865,119310,53.37016,-2.55256
3866,119734,54.08134,-0.41931
3867,120478,52.5689,-0.70035
3868,120638,52.95036,-1.20875
3869,121032,51.35194,-2.48631
3870,121096,51.32407,-2.47544
3871,121123,51.46973,-2.58831
3872,121337,51.492,-2.63176
3873,121365,51.33056,-2.72539
3874,121370,51.43763,-2.82907
3875,121405,51.48438,-2.79127
3876,121465,51.44684,-2.71802
3877,121478,51.42963,-2.44698
3878,121494,51.53272,-2.53988
3879,121589,51.51878,-2.53349
3880,121607,51.49889,-2.51913
3881,121729,50.36766,-4.06099
3882,121779,50.39757,-3.50064
3883,121800,50.45672,-3.55563
3884,122167,52.63617,-0.44092
3885,122613,51.34021,0.57593
3886,122821,51.39997,-1.06535
3887,122844,51.39123,-1.33772
3888,122870,51.4776,-1.04408
3889,122881,51.4271,-1.09494
3890,123084,51.52027,-0.72925
3891,123094,51.47518,-0.60957
3892,123119,51.53306,-0.7377
3893,123139,51.51138,-0.72002
3894,123222,51.50324,-0.85446
3895,123287,52.00713,-0.77605
3896,123288,52.00215,-0.77284
3897,123311,52.05496,-0.73769
3898,123869,52.02197,-0.49193
3899,123876,52.01112,-0.25891
3900,123910,52.05875,-0.26314
3901,124035,52.22391,-0.35426
3902,124064,51.86576,-0.56463
3903,124152,51.83612,-0.80713
3904,124222,51.94649,-0.87433
3905,124230,51.66781,-0.63721
3906,124263,51.68197,-0.70253
3907,124354,51.65813,-0.74784
3908,124498,52.44845,0.21348
3909,124506,52.40607,0.27862
3910,124575,52.45936,0.04674
3911,124688,52.12937,0.31345
3912,124726,52.2483,0.12666
3913,124836,53.20923,-2.89395
3914,124847,53.16959,-2.8119
3915,124857,53.17636,-2.17845
3916,125118,53.34636,-2.1424
3917,125134,53.23346,-2.58592
3918,125153,53.2713,-2.76806
3919,125180,53.15564,-2.6599
3920,125181,53.17232,-2.5885
3921,125183,53.25606,-2.58548
3922,125393,50.88949,-4.50321
3923,125804,54.35196,-2.92039
3924,125812,53.04445,-1.53494
3925,125991,53.22352,-1.45821
3926,126083,52.88757,-1.25362
3927,126124,53.27441,-1.92081
3928,126155,53.45224,-1.90651
3929,126456,50.78927,-3.59328
3930,126474,51.07285,-4.09861
3931,126506,51.06823,-3.98104
3932,126528,50.34046,-3.75068
3933,126564,50.25945,-3.67696
3934,126586,50.57085,-3.54375
3935,126605,50.60414,-3.60794
3936,126606,50.6164,-3.58179
3937,126766,50.80424,-1.96445
3938,126800,50.87021,-1.89041
3939,126825,51.03099,-2.33148
3940,126839,51.00535,-2.18474
3941,126887,50.71955,-2.75031
3942,126895,50.67981,-2.58152
3943,126900,50.73835,-2.81242
3944,126936,50.64921,-2.41589
3945,127132,54.72171,-1.3276
3946,127144,54.8388,-1.39412
3947,127483,51.0525,0.41342
3948,127490,50.90905,0.17791
3949,127515,51.12094,0.14731
3950,127560,51.03067,0.18917
3951,127621,51.58052,0.41533
3952,128009,51.90373,0.8982
3953,128056,51.89837,0.81401
3954,128227,51.68262,0.66307
3955,128265,51.60593,0.63811
3956,128378,51.84208,0.24485
3957,128387,51.80876,0.21735
3958,128431,51.87062,-2.06116
3959,128586,51.90027,-2.38572
3960,128696,51.70393,-2.16202
3961,128705,51.72827,-2.22141
3962,128716,51.7421,-2.27235
3963,128840,51.23413,-1.26072
3964,128921,50.99537,-0.94218
3965,128972,50.99017,-1.35289
3966,128985,50.87523,-1.33069
3967,129065,50.84799,-1.14374
3968,129070,50.82861,-1.21837
3969,129175,51.34694,-0.83398
3970,129204,50.86658,-0.94076
3971,129240,50.87168,-1.04074
3972,129265,50.7403,-1.63914
3973,129275,50.832,-1.69189
3974,129279,50.76536,-1.55368
3975,129283,50.85267,-1.40945
3976,129289,50.96687,-1.87025
3977,129304,50.88041,-1.76453
3978,129319,50.75362,-1.53581
3979,129341,50.80072,-1.75987
3980,129493,50.971,-1.20697
3981,129504,50.90401,-1.07031
3982,129515,51.04245,-1.35036
3983,129583,51.70997,-0.10019
3984,129623,51.73841,-0.4787
3985,129679,51.74747,-0.42839
3986,129711,51.86465,0.17417
3987,129732,51.91094,0.03348
3988,129769,51.80101,0.13101
3989,129869,51.95818,-0.2822
3990,129885,51.95505,-0.26067
3991,129910,51.97501,-0.2285
3992,129946,51.75519,-0.27356
3993,129956,51.82828,-0.36629
3994,129968,51.81502,-0.34716
3995,129986,51.71419,-0.34854
3996,130116,51.64797,-0.47072
3997,130146,51.68085,-0.42351
3998,130153,51.65855,-0.40998
3999,130182,51.79545,-0.21247
4000,130232,51.82859,-0.24343
4001,130595,51.28472,0.53835
4002,130619,51.16699,0.47628
4003,130779,51.14833,1.04322
4004,130784,51.10122,1.08541
4005,130975,51.2162,0.25471
4006,131013,51.15141,0.44464
4007,131029,51.05558,0.50011
4008,131234,53.74708,-2.94153
4009,131399,53.84907,-2.28074
4010,131516,53.86488,-2.41389
4011,131662,53.52483,-2.84309
4012,131716,53.52703,-2.75363
4013,131728,53.86596,-2.73564
4014,131793,52.54612,-1.17023
4015,131950,52.50727,-1.21175
4016,131972,52.47801,-0.89272
4017,132059,52.84887,-0.78574
4018,132064,52.89386,-0.84205
4019,132096,52.84481,-1.334
4020,132130,52.7148,-1.38743
4021,132270,53.22323,-0.05161
4022,132355,53.12957,-0.67737
4023,132460,52.67429,-0.26033
4024,132545,53.26555,-0.50662
4025,132570,52.48537,1.04565
4026,132719,52.64079,1.36616
4027,132720,52.62718,1.34155
4028,132909,52.8139,0.78564
4029,132910,52.92103,1.25059
4030,132990,52.42911,1.2542
4031,133031,52.57387,1.21954
4032,133129,52.29957,-1.07863
4033,133164,52.3469,-0.51192
4034,133189,52.36842,-0.59418
4035,133211,52.44773,-0.6954
4036,133304,52.21145,-0.8878
4037,133308,52.20285,-0.87424
4038,133394,52.14333,-0.8435
4039,133585,55.03042,-2.10336
4040,133599,54.94815,-1.9078
4041,133695,54.36071,-1.32908
4042,133747,54.03737,-1.55714
4043,133770,54.11396,-1.4568
4044,133782,53.96245,-1.52501
4045,133798,53.9711,-1.55234
4046,133854,54.16759,-0.83529
4047,133882,54.28687,-0.66348
4048,133962,53.77105,-1.16423
4049,133992,53.67012,-1.19742
4050,134104,53.33656,-0.99179
4051,134388,53.00756,-0.96871
4052,134401,53.08047,-0.93954
4053,134415,52.9483,-0.94412
4054,134434,52.87416,-1.20892
4055,134535,51.98136,-1.30762
4056,134539,52.00102,-1.48203
4057,134643,51.78158,-1.29259
4058,134728,51.64721,-1.0171
4059,134799,51.70667,-1.32978
4060,134987,52.69807,-2.78584
4061,135018,52.68821,-2.74065
4062,135030,52.52624,-2.83784
4063,135200,50.91892,-2.64272
4064,135232,51.07938,-2.6624
4065,135315,51.00334,-3.09261
4066,135411,52.67009,-1.96551
4067,135480,53.00933,-1.82004
4068,135667,52.69889,-2.10793
4069,135740,52.78643,-2.06559
4070,135762,52.89424,-2.1529
4071,135995,52.06448,1.16624
4072,135996,52.07185,1.15581
4073,136030,52.08417,1.0727
4074,136038,52.23923,0.91743
4075,136123,52.2306,0.71071
4076,136166,52.06909,1.29337
4077,136253,52.4296,1.56272
4078,136319,51.38547,-0.3317
4079,136336,51.38443,-0.3459
4080,136399,51.26361,-0.54502
4081,136483,51.28665,-0.37006
4082,136524,51.31776,-0.2012
4083,136533,51.31163,-0.16518
4084,136581,51.24469,-0.18054
4085,136591,51.24983,-0.21571
4086,136595,51.22645,-0.20585
4087,136727,51.3301,-0.63079
4088,136778,51.23739,-0.13663
4089,136779,51.20928,-0.1292
4090,136807,51.23617,0.01152
4091,136861,51.19774,-0.80873
4092,136962,51.30633,-0.59635
4093,137173,52.22454,-1.65352
4094,137221,52.27596,-1.64668
4095,137241,52.30505,-1.52991
4096,137469,51.01556,-0.85716
4097,137564,50.92265,-0.25057
4098,137626,51.03673,-0.34763
4099,137709,51.04558,-0.02309
4100,137748,50.80812,-0.42712
4101,137764,50.82896,-0.42746
4102,137860,51.46105,-2.1056
4103,137910,51.03653,-1.73832
4104,137987,51.34608,-2.25068
4105,138084,52.34853,-2.02518
4106,138257,52.20596,-2.17733
4107,138271,52.04401,-2.10422
4108,138274,52.0363,-1.8617
4109,138316,52.21338,-1.98224
4110,138319,52.07508,-1.94928
4111,138333,52.14523,-2.0184
4112,138416,53.73866,-1.50747
4113,138539,51.117,-0.74367
4114,138671,51.50275,-0.01967
4115,138858,52.23665,-0.96003
4116,138866,52.18246,-0.88015
4117,138936,52.31723,-2.07421
4118,139166,51.48563,-2.47832
4119,139259,52.30621,0.49881
4120,139271,51.58346,-0.29183
4121,139682,57.16614,-2.21784
4122,139787,57.08372,-2.23564
4123,140670,55.94588,-4.3074
4124,140693,55.92127,-4.33747
4125,140703,55.91764,-4.32771
4126,141025,55.90162,-3.25591
4127,141666,56.06816,-3.4119
4128,141682,56.05534,-3.3957
4129,141956,56.42371,-2.97851
4130,142099,55.84122,-4.24154
4131,143210,58.92575,-2.76549
4132,143230,56.21033,-3.32716
4133,143593,55.72917,-2.52245
4134,144126,56.12559,-4.08453
4135,144176,56.15356,-3.93374
4136,144423,55.93417,-3.65653
4137,145097,51.75276,-4.23699
4138,145419,51.49131,-3.57658
4139,145465,51.43278,-3.23856
4140,145907,51.59077,-2.81275
4141,146039,51.52834,-3.16459
4142,146114,51.53291,-3.29715
4143,146195,51.87381,-3.14425
4144,107071,54.56891,-5.92219
4145,107080,54.59878,-5.843
4146,107118,54.7527,-5.7804
4147,107237,54.46707,-6.27126
4148,107370,54.88373,-5.8541
4149,107782,51.56266,-0.19661
4150,107832,51.62034,-0.27836
4151,107961,51.61963,-0.17184
4152,108088,51.44472,0.14384
4153,108125,51.57438,-0.2826
4154,108170,51.53675,-0.23584
4155,108196,51.56538,-0.32573
4156,108400,51.40125,-0.02383
4157,108436,51.39397,0.07105
4158,108615,51.3893,-0.04712
4159,108858,51.50462,-0.29403
4160,108904,51.52763,-0.30203
4161,109154,51.62154,-0.12757
4162,109204,51.46702,0.01555
4163,109273,51.48562,0.00737
4164,109465,51.49581,-0.22004
4165,109497,51.47897,-0.20719
4166,109522,51.47108,-0.20383
4167,109613,51.58558,-0.1342
4168,109741,51.60973,-0.36038
4169,109785,51.59353,-0.39005
4170,109809,51.57041,-0.36272
4171,109926,51.59599,0.18825
4172,109970,51.58187,0.20506
4173,109978,51.55193,0.26513
4174,109997,51.50911,-0.42167
4175,110121,51.5731,-0.42498
4176,110295,51.54049,-0.11521
4177,110366,51.55674,-0.12874
4178,110396,51.49893,-0.16046
4179,110400,51.49174,-0.17523
4180,110452,51.51391,-0.20931
4181,110467,51.50095,-0.18971
4182,110474,51.48676,-0.18578
4183,110476,51.48986,-0.18649
4184,110504,51.39685,-0.28175
4185,110537,51.41061,-0.27654
4186,110555,51.38243,-0.24979
4187,110556,51.38148,-0.25844
4188,110559,51.3925,-0.25254
4189,110563,51.39497,-0.26918
4190,110584,51.4288,-0.30075
4191,110994,51.40539,-0.20407
4192,111047,51.43808,-0.19349
4193,111335,51.57972,0.02837
4194,111349,51.5645,0.02258
4195,111382,51.42025,-0.37063
4196,111466,51.45088,-0.35617
4197,111698,51.35594,-0.17892
4198,112150,51.45392,-0.17856
4199,112170,51.46275,-0.24086
4200,112188,51.52261,-0.15895
4201,112190,51.52126,-0.16056
4202,112191,51.51806,-0.1634
4203,112223,51.51351,-0.18197
4204,112258,51.50507,-0.1356
4205,112497,53.55009,-2.30033
4206,112586,53.4222,-2.25643
4207,113094,53.49417,-2.34851
4208,113192,53.50566,-2.36848
4209,113234,53.38193,-2.20812
4210,113260,53.36127,-2.15691
4211,113520,53.39028,-2.37762
4212,113523,53.38156,-2.35197
4213,113540,53.41021,-2.34717
4214,113583,53.37933,-2.30562
4215,113640,53.40607,-2.33279
4216,113896,53.42658,-2.81246
4217,114087,53.35605,-2.91336
4218,114336,53.63218,-3.0318
4219,114337,53.62065,-3.03612
4220,114431,53.56234,-3.06559
4221,114601,53.36819,-3.15638
4222,114748,53.4917,-1.48114
4223,114923,53.4305,-1.12323
4224,115207,53.31646,-1.51737
4225,115230,53.35415,-1.54065
4226,115334,53.36445,-1.49224
4227,115405,53.43639,-1.53918
4228,115558,55.05912,-1.67698
4229,116056,54.89163,-1.5543
4230,116220,52.46207,-1.95835
4231,116391,52.46682,-1.97065
