,ID,latitude,longitude
572,145514,51.44672,-3.3046
573,107596,54.66,-5.73203
574,107931,51.64132,-0.23597
575,109710,51.60877,-0.29811
576,111262,51.60267,0.06859
577,111360,51.4817,-0.23067
578,111500,51.43007,-0.08369
579,112207,51.51345,-0.17175
580,112235,51.51952,-0.14758
581,113525,53.39323,-2.36527
582,115211,53.32733,-1.52742
583,118870,53.61544,-1.54425
584,123234,51.37307,-0.97407
585,123938,51.99695,-0.32042
586,124202,51.92356,-0.77353
587,124244,51.61845,-0.58054
588,124299,51.56446,-0.61302
589,124865,53.17356,-2.20734
590,125150,53.23898,-2.53949
591,126557,50.31598,-4.02348
592,129269,50.78017,-1.59038
593,129507,51.09295,-1.23235
594,129893,51.86805,-0.22448
595,129979,51.76338,-0.31424
596,130442,51.22885,1.20331
597,131226,53.80198,-2.88384
598,132108,52.71148,-1.36358
599,134011,53.01841,-1.21938
600,134091,53.43868,-0.94223
601,134635,51.7704,-1.27138
602,135084,51.28319,-2.34798
603,135154,51.13314,-2.83433
604,136293,51.39333,-0.36085
605,136410,51.27202,-0.43428
606,136520,51.20405,-0.38643
607,136872,51.16421,-0.81005
608,136927,51.34033,-0.54434
609,137340,50.82292,-0.47869
610,137348,50.84344,-0.67845
611,137639,51.06057,-0.13595
612,138080,52.36219,-1.98508
613,138837,51.87464,-1.36325
614,138952,51.33698,-2.32986
615,139041,52.53144,-0.27813
616,142640,55.84912,-3.20894
617,107855,51.57342,-0.19114
618,108130,51.54178,-0.21497
619,108386,51.3706,0.05821
620,110067,51.61622,-0.43214
621,110152,51.48882,-0.29394
622,111448,51.43002,-0.32705
623,116527,52.57325,-1.83362
624,121600,51.62669,-2.48593
625,122054,51.59984,-1.78908
626,122700,51.4235,0.53198
627,123888,52.09181,-0.2516
628,123912,52.04226,-0.55743
629,124009,52.11107,-0.49622
630,124170,51.77407,-1.00159
631,124714,52.14873,-0.11562
632,125056,53.31699,-2.21503
633,126234,52.85539,-1.44584
634,126356,50.72773,-2.99518
635,126422,50.68882,-3.47143
636,126542,50.43223,-3.6391
637,126788,50.84582,-1.822
638,127366,50.91913,0.01222
639,127873,51.77012,0.53446
640,128733,51.84132,-2.15469
641,128936,51.1267,-0.86007
642,129069,50.88372,-1.27808
643,129501,51.00443,-1.33851
644,129519,51.07216,-1.34378
645,129929,51.97325,-0.12389
646,129980,51.76238,-0.32304
647,130009,51.74076,-0.35934
648,130691,51.31423,0.20151
649,131011,51.13387,0.41137
650,131037,51.11606,0.26471
651,131171,53.70541,-2.66626
652,131469,53.79923,-2.63728
653,131988,52.48,-1.25342
654,133042,52.57602,1.34184
655,133118,52.35372,-1.11695
656,133757,54.02232,-1.46347
657,133986,53.79607,-1.24343
658,134708,51.50042,-0.93017
659,134709,51.50668,-0.88957
660,135048,51.11882,-2.66486
661,136307,51.37645,-0.42968
662,136314,51.35972,-0.45063
663,136411,51.26601,-0.40778
664,136637,51.43029,-0.56361
665,136749,51.31007,-0.70703
666,136839,51.14004,-0.5005
667,136964,51.33378,-0.51222
668,137151,52.14125,-1.62685
669,137719,51.00305,-0.07866
670,138324,52.29559,-2.17523
671,138405,53.65763,-2.40637
672,138468,51.783,-1.26738
673,138542,51.09105,-3.01774
674,138560,55.03305,-1.52269
675,138662,51.43493,-0.93234
676,138735,51.28285,-1.12397
677,139014,51.75331,0.51042
678,145827,51.62814,-3.01265
679,107829,51.63111,-0.28587
680,107839,51.59579,-0.21428
681,107851,51.58942,-0.1828
682,108281,51.39584,0.05521
683,108296,51.35835,0.0341
684,110395,51.49708,-0.19959
685,111615,51.45567,-0.08975
686,115221,53.34707,-1.51041
687,118887,54.67579,-1.29899
688,120853,52.67881,-2.5388
689,121017,51.41656,-2.37709
690,121498,51.63354,-2.40115
691,121992,50.69434,-1.93435
692,122745,51.42886,-0.77434
693,123515,50.85213,-0.17151
694,124096,51.93284,-0.65065
695,124120,51.78869,-0.75356
696,124234,51.71713,-0.62785
697,124267,51.64403,-0.64907
698,124439,52.21858,0.10236
699,124763,52.23076,0.20504
700,125036,53.28133,-2.25657
701,125063,53.29457,-2.35131
702,125133,53.22547,-2.63608
703,127874,51.82349,0.50556
704,128772,52.02823,-2.15593
705,129795,51.67408,-0.34081
706,130662,51.26716,0.16862
707,130700,51.25566,0.19036
708,130722,51.24361,0.07134
709,131022,51.12512,0.58195
710,131468,53.80788,-2.71267
711,131944,52.45245,-1.06365
712,133014,52.51268,1.16914
713,133109,52.28651,-0.89656
714,133155,52.50216,-0.42422
715,133209,52.36156,-0.67924
716,133228,52.39169,-0.68465
717,133377,52.06366,-0.86481
718,133584,54.9605,-2.08664
719,134385,53.11539,-0.99623
720,134459,52.98766,-0.93399
721,134559,51.9253,-1.26093
722,134659,51.54386,-1.03564
723,134897,52.67735,-2.36659
724,136294,51.39582,-0.3474
725,136312,51.34229,-0.44783
726,136386,51.24197,-0.71242
727,136523,51.21965,-0.36386
728,136572,51.31953,-0.21958
729,136721,51.41111,-0.39594
730,136776,51.36823,-0.64523
731,136844,51.15397,-0.43707
732,137142,52.22814,-1.79534
733,137210,52.34701,-1.58336
734,137254,52.28457,-1.46803
735,137446,50.81249,-0.79945
736,137949,51.09484,-1.77882
737,139106,52.26596,-1.60957
738,139317,52.00955,-0.79413
739,144398,55.88753,-3.64517
740,107869,51.63339,-0.25319
741,108486,51.54102,-0.15478
742,108498,51.55534,-0.20248
743,108718,51.34319,-0.12046
744,109511,51.47188,-0.21529
745,109747,51.59878,-0.35423
746,109783,51.6096,-0.3945
747,112154,51.44446,-0.17381
748,112213,51.49794,-0.15027
749,112281,51.51089,-0.15324
750,113357,53.3947,-2.02133
751,113522,53.38532,-2.36102
752,113533,53.39703,-2.41234
753,115088,53.38013,-1.23019
754,119748,53.72354,-0.45473
755,121409,51.47599,-2.80802
756,121604,51.59104,-2.48548
757,123158,51.38699,-0.89395
758,123174,51.42429,-0.85217
759,123221,51.49831,-0.86682
760,123251,51.37395,-0.79973
761,123312,52.0337,-0.78286
762,123863,50.58791,-1.23882
763,123944,52.03392,-0.23069
764,124200,51.92595,-0.95776
765,124313,51.50182,-0.51359
766,124510,52.31455,0.38146
767,124532,52.25314,0.29066
768,125124,53.31927,-2.12317
769,125154,53.27165,-2.68242
770,126336,50.72725,-3.2863
771,127104,54.75522,-1.52996
772,127502,51.05294,0.14008
773,127985,51.87989,0.8005
774,128094,51.76875,0.17295
775,128122,51.74398,0.22462
776,128278,51.58028,0.67298
777,128866,51.22178,-1.36318
778,129002,50.99768,-1.36783
779,129823,51.64507,-0.34722
780,130231,51.83641,-0.20783
781,130976,51.22424,0.23617
782,131163,53.68783,-2.63979
783,131302,54.05592,-2.77759
784,131347,54.17287,-2.78582
785,132135,52.76511,-1.4238
786,133135,52.34076,-0.82517
787,133456,55.40546,-1.69887
788,133700,54.44897,-1.27627
789,134435,52.87995,-1.07989
790,134666,51.56937,-1.14948
791,134704,51.52613,-0.9115
792,134756,51.74792,-1.3077
793,134801,51.63873,-1.25857
794,134860,51.78533,-1.51712
795,135053,51.26115,-2.51115
796,135080,51.2174,-2.34776
797,135337,51.03829,-3.0645
798,136656,51.3945,-0.57736
799,137121,52.29118,-1.28758
800,137345,50.82667,-0.64413
801,137426,50.82214,-0.84513
802,137673,51.02978,-0.16207
803,138079,52.37599,-1.99661
804,138326,52.16318,-2.16997
805,138576,51.10418,-0.87769
806,138635,51.40703,-0.78412
807,138781,52.35793,-1.30446
808,138931,51.63879,0.81496
809,139039,52.5318,-0.2673
810,142641,55.84718,-3.19105
811,145464,51.48871,-3.45522
812,145906,51.64029,-2.75872
813,107843,51.59429,-0.1962
814,107896,51.61597,-0.22461
815,109605,51.57842,-0.15886
816,109782,51.59389,-0.37783
817,110538,51.40933,-0.26357
818,111030,51.42528,-0.21499
819,111432,51.46031,-0.28491
820,111651,51.34718,-0.17596
821,113788,53.4624,-2.58877
822,115503,54.96279,-1.74938
823,118646,53.92452,-1.40368
824,118650,53.91618,-1.41995
825,119338,53.38994,-2.47207
826,121033,51.38386,-2.49593
827,121246,51.48963,-2.60649
828,121467,51.3664,-2.73126
829,122799,51.42449,-0.73843
830,122816,51.45374,-1.24323
831,122841,51.50495,-1.32302
832,122936,51.4734,-0.99604
833,123891,52.0189,-0.33787
834,123943,52.015,-0.21707
835,124119,51.79608,-0.70051
836,124283,51.60153,-0.63986
837,124285,51.5936,-0.66303
838,124368,51.74776,-0.85592
839,124392,51.62139,-0.72294
840,124733,52.08436,0.01657
841,124761,52.15272,0.17189
842,125099,53.28081,-2.13366
843,125464,50.33653,-4.75153
844,127194,54.70319,-1.58306
845,127369,50.96264,-0.02042
846,127376,50.84945,-0.02644
847,127927,51.63761,0.56014
848,128529,51.87691,-1.70384
849,128693,51.6119,-2.33732
850,128704,51.79382,-2.13874
851,129164,51.28341,-0.94994
852,129536,51.04751,-1.31678
853,129625,51.80578,-0.55325
854,129806,51.65257,-0.276
855,129892,51.85169,-0.30528
856,130014,51.80658,-0.31885
857,130080,51.64544,-0.5299
858,130229,51.84225,-0.19702
859,130262,51.14682,0.90824
860,133126,52.27778,-1.15871
861,133380,52.05105,-0.90549
862,133397,52.12491,-0.94021
863,133716,54.07586,-1.24298
864,134669,51.61319,-1.25648
865,134710,51.53233,-0.99027
866,134805,51.59433,-1.41035
867,134895,52.65199,-2.37101
868,135243,51.08687,-2.40563
869,135541,52.67814,-1.77157
870,136105,52.11206,0.53159
871,136132,52.13292,0.45768
872,136289,51.38439,-0.31405
873,136316,51.39127,-0.33085
874,136401,51.25714,-0.55121
875,136445,51.20902,-0.56321
876,136787,51.15615,0.01082
877,136806,51.24601,0.00089
