,latitude,longitude
3215,53.30744,-1.9387
3216,53.20242,-1.41485
3217,52.86821,-1.61914
3218,50.91079,-3.26668
3219,50.3637,-3.54897
3220,50.35077,-3.87783
3221,50.25032,-3.72598
3222,50.60046,-3.45304
3223,50.68378,-3.49215
3224,50.74828,-1.69028
3225,50.88183,-1.88375
3226,50.79509,-1.96385
3227,54.77543,-1.59747
3228,51.06305,0.16938
3229,51.60199,0.40462
3230,51.61676,0.2847
3231,51.89033,0.83347
3232,51.64178,0.05
3233,51.66625,0.07293
3234,51.61923,0.68591
3235,51.9219,1.13147
3236,51.8475,1.0343
3237,51.87064,-2.03907
3238,51.83322,-1.94699
3239,51.73007,-1.98991
3240,51.93568,-1.82773
3241,51.72811,-2.17243
3242,51.93485,-2.02047
3243,51.97725,-1.91751
3244,51.07869,-0.8081
3245,51.03941,-0.8776
3246,50.97284,-1.36416
3247,50.75285,-1.59188
3248,51.06516,-1.3439
3249,50.92793,-1.19624
3250,51.0828,-1.16222
3251,51.76001,-0.57089
3252,51.66445,-0.26847
3253,52.04442,-0.0338
3254,51.75199,-0.2975
3255,51.7708,-0.34093
3256,51.75598,-0.30848
3257,51.8103,-0.34375
3258,51.70453,-0.34798
3259,51.72682,-0.33914
3260,51.65795,-0.51446
3261,51.65621,-0.5301
3262,51.66734,-0.40772
3263,51.70997,-0.11448
3264,51.82309,-0.2204
3265,51.21154,1.14192
3266,51.34257,1.12947
3267,51.3709,1.19531
3268,51.20673,0.65514
3269,51.23858,0.51699
3270,51.17136,0.49802
3271,51.36174,0.2021
3272,51.30517,0.72502
3273,51.30969,0.30346
3274,53.628,-2.77761
3275,53.71362,-2.2883
3276,53.70183,-2.3034
3277,53.73117,-2.7473
3278,53.56605,-2.78256
3279,53.62719,-2.925
3280,52.53845,-0.93695
3281,52.60328,-1.32718
3282,52.67162,-1.33829
3283,52.73716,-1.5297
3284,53.08523,-0.67461
3285,53.01285,-0.46627
3286,52.73476,0.87561
3287,52.86501,1.14492
3288,52.8105,1.47654
3289,52.72057,1.484
3290,52.45023,1.35757
3291,52.36635,-0.88677
3292,52.27007,-0.57334
3293,52.20342,-0.749
3294,55.15519,-1.69182
3295,55.04282,-1.74411
3296,55.02364,-1.76279
3297,54.107,-1.19564
3298,54.22197,-1.53508
3299,54.0329,-1.32787
3300,53.97851,-1.54463
3301,53.03789,-1.19234
3302,53.09583,-1.25595
3303,53.1165,-1.28541
3304,53.40765,-0.83154
3305,53.07445,-0.78018
3306,53.01106,-0.84283
3307,53.10204,-1.03215
3308,53.07621,-0.9594
3309,52.91805,-1.10339
3310,52.94068,-1.12193
3311,51.76725,-1.20799
3312,51.75839,-1.14823
3313,51.71115,-1.21686
3314,51.667,-1.22785
3315,51.67281,-1.30041
3316,51.75454,-1.3428
3317,51.58063,-1.36668
3318,51.58474,-1.6695
3319,51.61882,-1.62812
3320,51.93826,-1.56288
3321,51.82847,-1.53718
3322,52.53056,-2.30842
3323,52.70448,-2.71901
3324,51.26315,-2.79034
3325,50.9394,-2.80285
3326,51.06722,-2.74037
3327,52.79964,-1.60521
3328,52.62755,-2.07421
3329,52.51187,-2.25609
3330,52.93416,-2.2264
3331,51.98279,0.88674
3332,52.27387,0.37028
3333,52.31559,1.28525
3334,52.2434,0.60848
3335,52.12423,1.5177
3336,51.38894,-0.33936
3337,51.34809,-0.26811
3338,51.13899,-0.37647
3339,51.26652,-0.20758
3340,51.32986,-0.214
3341,51.25525,-0.18221
3342,51.29229,-0.23028
3343,51.31205,-0.21933
3344,51.38022,-0.5125
3345,51.36736,-0.60214
3346,51.3321,-0.69982
3347,51.20588,-0.05642
3348,51.15332,-0.50449
3349,51.19187,-0.82439
3350,51.0951,-0.71799
3351,51.29949,-0.55733
3352,52.35499,-1.20628
3353,52.2699,-1.87164
3354,52.31457,-1.52698
3355,52.31958,-1.60309
3356,52.35515,-1.57395
3357,50.80739,-0.48937
3358,50.79505,-0.65017
3359,50.87403,-0.62151
3360,50.98793,-0.77864
3361,50.79441,-0.83884
3362,51.07658,-0.31619
3363,51.02011,-0.3441
3364,50.91264,-0.14516
3365,50.85014,-0.41267
3366,51.41378,-1.75031
3367,51.44733,-1.74256
3368,51.45136,-1.85202
3369,51.47254,-2.13513
3370,51.13719,-1.74694
3371,52.07134,-2.32632
3372,52.19811,-2.18576
3373,52.40084,-2.15764
3374,51.54788,-1.79153
3375,51.39214,0.53181
3376,52.47395,-0.69983
3377,50.71734,-3.47238
3378,52.01224,-0.80628
3379,57.14993,-2.21914
3380,56.8362,-2.4656
3381,55.92561,-4.32883
3382,55.91753,-4.15195
3383,55.79408,-4.30692
3384,55.91432,-3.17153
3385,55.97619,-3.70658
3386,56.45579,-3.12864
3387,55.55078,-4.56287
3388,55.76141,-4.0346
3389,56.05574,-4.2241
3390,55.969,-3.59981
3391,55.95805,-3.47135
3392,51.52653,-3.60274
3393,51.53683,-3.45442
3394,51.82788,-3.10208
3395,51.76581,-2.69463
3396,51.57514,-3.04281
3397,51.52454,-3.26153
3398,51.92101,-3.18108
3399,54.61602,-5.56579
3400,54.57245,-5.95303
3401,51.61334,-0.14504
3402,51.61466,-0.27916
3403,51.56955,-0.21379
3404,51.61448,-0.26083
3405,51.65699,-0.18565
3406,51.65457,-0.18022
3407,51.657469999999996,-0.21459
3408,51.60371,-0.21774
3409,51.4514,0.13656
3410,51.54308,-0.22273
3411,51.42448,0.06914
3412,51.37497,0.06629
3413,51.54518,-0.17103
3414,51.54175,-0.15929
3415,51.53528,-0.14553
3416,51.31996,-0.13727
3417,51.34863,-0.08297
3418,51.51799,-0.30318
3419,51.5038,-0.28752
3420,51.52749,-0.28911
3421,51.52683,-0.30684
3422,51.49653,-0.36705
3423,51.455,0.06498
3424,51.47375,-0.2102
3425,51.49772,-0.23627
3426,51.60119,-0.13872
3427,51.58827,-0.15272
3428,51.56684,-0.33481
3429,51.59227,-0.34359
3430,51.57565,-0.40223
3431,51.58358,-0.4048
3432,51.61756,-0.48645
3433,51.49311,-0.17753
3434,51.48454,-0.17042
3435,51.51178,-0.20326
3436,51.38767,-0.26519
3437,51.42892,-0.19037
3438,51.50277,0.04488
3439,51.62313,0.02347
3440,51.46306,-0.27369
3441,51.43276,-0.28716
3442,51.46762,-0.24028
3443,51.46556,-0.29342
3444,51.63656,0.0123
3445,51.44409,-0.16327
3446,51.51042,-0.12655
3447,53.59318,-2.48936
3448,53.62973,-2.34291
3449,53.43379,-2.28636
3450,53.56014,-2.03743
3451,53.3576,-2.18888
3452,53.37432,-2.15361
3453,53.404,-2.06122
3454,53.35596,-2.16943
3455,53.50179,-2.03223
3456,53.3757,-2.36144
3457,53.40803,-2.32026
3458,53.32747,-3.12351
3459,53.324,-3.08867
3460,53.37977,-3.04788
3461,53.50716,-1.59554
3462,54.99577,-1.60157
3463,54.92594,-1.5364
3464,52.59377,-1.80509
3465,52.5881,-1.84355
3466,52.58634,-1.8316
3467,52.58451,-1.80914
3468,52.37513,-1.51316
3469,52.44182,-2.15674
3470,52.41093,-1.78719
3471,52.3847,-1.78854
3472,53.64108,-1.86965
3473,53.59198,-1.7176
3474,53.73186,-1.5265
3475,53.83667,-1.50579
3476,53.69575,-1.40367
3477,54.68267,-1.25352
3478,54.53507,-1.27318
3479,54.57118,-1.30543
3480,53.43178,-2.59645
3481,53.56577,-0.62484
3482,52.03115,-2.41239
3483,52.31493,-2.8902
3484,52.75023,-2.3699
3485,52.69975,-2.43118
3486,51.32298,-2.51194
3487,51.38971,-2.39119
3488,51.49526,-2.61498
3489,51.31804,-2.96055
3490,51.56113,-2.6412
3491,51.51911,-2.45335
3492,51.51667,-2.50386
3493,50.71417,-1.9502
3494,51.62193,-1.72237
3495,51.5433,0.68237
3496,51.54074,0.76532
3497,51.36292,0.50779
3498,51.42313,0.49773
3499,51.38663,0.48226
3500,51.39658,-1.0624
3501,51.46094,-1.31006
3502,51.41381,-1.14556
3503,51.46969,-1.03507
3504,51.46446,-0.6113
3505,51.40388,-0.6475
3506,51.4503,-0.89769
3507,51.39444,-0.85085
3508,51.38738,-0.86004
3509,51.48134,-0.87195
3510,52.06943,-0.74866
3511,52.15144,-0.74806
3512,52.05634,-0.79528
3513,52.04274,-0.81478
3514,50.87268,-0.17374
3515,50.72534,-1.20465
3516,52.03473,-0.34896
3517,51.79729,-1.04921
3518,51.86333,-0.61601
3519,51.76934,-0.90125
3520,51.74436,-0.73082
3521,51.77285,-0.7477
3522,51.65655,-0.59833
3523,51.62949,-0.57841
3524,51.69861,-0.72803
3525,51.55597,-0.5958
3526,51.59679,-0.69739
3527,51.58393,-0.80916
3528,51.62302,-0.73809
3529,52.36486,-0.26503
3530,52.17175,0.22486
3531,53.17102,-2.9065
3532,53.14638,-2.18693
3533,53.32868,-2.4723
3534,53.32283,-2.33319
3535,53.1986,-2.47792
3536,54.36639,-2.68049
3537,53.2342,-1.60109
3538,53.15929,-1.56484
3539,53.25463,-1.7102
3540,53.17333,-1.41459
3541,50.90729,-3.41117
3542,50.58184,-3.66335
3543,50.59309,-3.66387
3544,50.61287,-3.71569
3545,50.96674,-4.05132
3546,50.84642,-2.18588
3547,50.79286,-2.87619
3548,50.77278,-2.7588
3549,54.81489,-1.78785
3550,54.81098,-1.55804
3551,54.73644,-1.37955
3552,50.79269,0.26265
3553,50.88652,0.07261
3554,50.99039,0.22154
3555,51.04101,0.14997
3556,51.9096,0.49039
3557,51.88284,0.50005
3558,51.62811,0.25963
3559,51.74173,0.44868
3560,51.94935,0.99822
3561,51.95022,0.89257
3562,51.64232,0.13465
3563,51.92362,0.96465
3564,52.05488,-1.77474
3565,51.69445,-1.85405
3566,51.67485,-2.64625
3567,51.69069,-2.29123
3568,51.72853,-2.18871
3569,51.33593,-1.32384
3570,51.10126,-1.03507
3571,51.16484,-0.94892
3572,51.04522,-0.90904
3573,50.9747,-1.39036
3574,50.87483,-1.19526
3575,50.8512,-1.27223
3576,51.25851,-0.9465
3577,50.90808,-1.6363
3578,50.75772,-1.55098
3579,50.87121,-1.56134
3580,50.98106,-1.60366
3581,50.99118,-1.46026
3582,51.04936,-1.15884
3583,50.99365,-1.30395
3584,50.94155,-1.16923
3585,50.9179,-1.13703
3586,50.88217,-1.20381
3587,51.74866,-0.0232
3588,51.76077,-0.0664
3589,51.79751,-0.051089999999999997
3590,51.88862,-0.04895
3591,51.87131,0.01802
3592,51.68449,-0.33233
3593,51.63884,-0.34531
3594,51.64386,-0.35321
3595,52.0116,0.03608
3596,51.94426,-0.29621
3597,51.90102,-0.31416
3598,51.81577,-0.34146
3599,51.80451,-0.34276
3600,51.72219,-0.36014
3601,51.78493,-0.29885
3602,51.91091,-0.21154
3603,51.64834,-0.51113
3604,51.3339,1.19157
3605,51.26284,1.05222
3606,51.11489,1.23431
3607,51.15805,1.37892
3608,51.29523,0.5918
3609,51.30525,0.18498
3610,51.27503,0.18725
3611,51.28005,0.18803
3612,51.076,1.07493
3613,51.30706,0.88343
3614,51.29758,0.40736
3615,51.06754,0.58544
3616,53.68074,-2.63839
3617,53.68768,-2.55629
3618,54.07897,-2.7731
3619,53.6915,-2.1889
3620,53.74028,-2.6648
3621,53.69993,-2.70436
3622,53.69337,-2.74557
3623,52.63336,-1.51998
3624,52.75143,-1.48885
3625,52.58959,-1.05989
3626,53.19642,-0.39911
3627,52.93926,-0.41569
3628,52.82029,-0.14376
3629,52.85217,-0.18692
3630,52.8946,-0.33846
3631,53.4161,-0.39649
3632,53.32985,-0.67046
3633,53.40864,-0.50271
3634,53.3059,-0.50869
3635,52.65372,1.349
3636,52.93689,0.73016
3637,52.74425,0.54513
3638,52.59894,1.42212
3639,52.49598,-0.7621
3640,52.31612,-0.90576
3641,52.4898,-0.48622
3642,52.37031,-0.54035
3643,52.32737,-0.52768
3644,54.97979,-1.91552
3645,54.96764,-1.85025
3646,54.12767,-1.28347
3647,53.9438,-1.45783
3648,54.17833,-1.47482
3649,54.30728,-0.43023
3650,53.75826,-1.22123
3651,53.07963,-1.23582
3652,53.29057,-1.12607
3653,53.02401,-1.0692
3654,53.21811,-0.73583
3655,53.19392,-1.08012
3656,53.00039,-1.00867
3657,53.06523,-0.98174
3658,53.03916,-0.96238
3659,52.91845,-1.15409
3660,52.91325,-1.15153
3661,52.1311,-1.33715
3662,51.99898,-1.46338
3663,51.62391,-1.06469
3664,51.61961,-1.24087
3665,51.68148,-1.25925
3666,51.86507,-1.58317
3667,51.86525,-1.64265
3668,51.72725,-1.48279
3669,52.96634,-2.42041
3670,52.64689,-2.5947
3671,51.16931,-2.3981
3672,51.23602,-2.97066
3673,52.81048,-1.68355
3674,52.72498,-1.76801
3675,52.9906,-2.2447
3676,52.56264,-2.19898
3677,52.85434,-2.00671
3678,52.24873,0.88567
3679,52.19572,1.03356
3680,52.0856,1.30458
3681,52.3124,1.56659
3682,51.40668,-0.37142
3683,51.40018,-0.39948
3684,51.3344,-0.25058
3685,51.33096,-0.29314
3686,51.28712,-0.6631
3687,51.2888,-0.5129
3688,51.24075,-0.32817
3689,51.19906,-0.15393
3690,51.40283,-0.41969
3691,51.43469,-0.50536
3692,51.31794,-0.72677
3693,51.21117,-0.7906
3694,51.23463,-0.79086
3695,51.22787,-0.76082
3696,51.14157,-0.77582
3697,51.30338,-0.56526
3698,51.32507,-0.52553
3699,51.31871,-0.4991
3700,51.31031,-0.57864
3701,52.18065,-1.86539
3702,52.24904,-1.30857
3703,52.32961,-1.45708
3704,52.33401,-1.56933
3705,50.78619,-0.88242
3706,51.12922,-0.16478
3707,51.02026,-0.4474
3708,50.91841,-0.46007
3709,50.97369,-0.49256
3710,50.91884,-0.32632
3711,51.1362,-0.10483
3712,51.1094,-0.03377
3713,50.93284,-0.16561
3714,51.37715,-2.0216
3715,51.32497,-1.56632
3716,52.41423,-2.14234
3717,52.42397,-2.14712
3718,52.28225,-1.91091
3719,52.20949,-2.13047
3720,52.08963,-1.96656
3721,52.32426,-2.24257
3722,52.25837,-2.05795
3723,52.23176,-2.21895
3724,50.84483,-1.01401
3725,53.54642,-2.00047
3726,52.39151,-0.7755
3727,53.18038,-0.59766
3728,51.92553,-0.16132
3729,52.4009,0.24279
3730,52.39904,0.53792
3731,54.53009,-1.32358
3732,52.86954,-1.63269
3733,57.07261,-2.1316
3734,55.93775,-4.30194
3735,55.93859,-4.17198
3736,55.90841,-2.89586
3737,55.91071,-2.8815
3738,55.76456,-4.32907
3739,55.77172,-4.32489
3740,55.89787,-3.20492
3741,55.93429,-3.08972
3742,55.94608,-3.25248
3743,55.95697,-3.26169
3744,55.94906,-3.28494
3745,56.01696,-3.90302
3746,55.81389,-3.20279
3747,55.89044,-3.08068
3748,55.96242,-4.00579
3749,59.01726,-3.26585
3750,53.04104,-3.30344
3751,51.42359,-3.17808
3752,51.52154,-3.37127
3753,51.57105,-3.15016
3754,51.66862,-3.02307
3755,51.9025,-2.97433
3756,51.62488,-2.84322
3757,51.60382,-3.05608
3758,51.54101,-3.21863
3759,54.64785,-5.57828
3760,54.56344,-5.96426
3761,54.53088,-5.97034
3762,51.65408,-0.15919
3763,51.61653,-0.27313
3764,51.65475,-0.1968
3765,51.64123,-0.17264
3766,51.61378,-0.16459
3767,51.46719,0.12673
3768,51.57756,-0.30644
3769,51.41047,0.03692
3770,51.35951,0.0066
3771,51.38336,0.08515
3772,51.52298,-0.11572
3773,51.54333,-0.18264
3774,51.34067,-0.103
3775,51.33426,-0.08952
3776,51.34042,-0.08127
3777,51.38099,-0.04321
3778,51.51288,-0.31726
3779,51.5176,-0.31511
3780,51.51523,-0.31206
3781,51.52463,-0.29602
3782,51.53824,-0.40807
3783,51.50288,-0.36194
3784,51.47612,-0.00062
3785,51.48794,0.00958
3786,51.47864,-0.19113
3787,51.4743,-0.19376
3788,51.60299,-0.2767
3789,51.58143,-0.33008
3790,51.60793,-0.33961
3791,51.60809,-0.38276
3792,51.58002,-0.37671
3793,51.56388,0.26263
3794,51.5449,0.18645
3795,51.56281,-0.45898
3796,51.60162,-0.4051
3797,51.39233,-0.27731
3798,51.39416,-0.28984
3799,51.43256,-0.25675
3800,51.40944,-0.30367
3801,51.38372,-0.29791
3802,51.46394,-0.14044
3803,51.44735,-0.05859
3804,51.39379,-0.17877
3805,51.41311,-0.23538
3806,51.55693,0.10477
3807,51.58737,0.01951
3808,51.48179,-0.23821
3809,51.42705,-0.36679
3810,51.46761,-0.30851
3811,51.4541,-0.09359
3812,51.45206,-0.19628
3813,51.44705,-0.20966
3814,51.52025,-0.1527
3815,51.49182,-0.12968
3816,53.61959,-2.43368
3817,53.60694,-2.51841
3818,53.6109,-2.48417
3819,53.53909,-2.32443
3820,53.58472,-2.06981
3821,53.6182,-2.20239
3822,53.49315,-2.38391
3823,53.37272,-2.31678
3824,53.36246,-2.31153
3825,53.42358,-2.33858
3826,53.38564,-2.34276
3827,53.38775,-2.31744
3828,53.48701,-2.5794
3829,53.47013,-2.57077
3830,53.36293,-2.92279
3831,53.38339,-2.88298
3832,53.45701,-2.7938
3833,53.34954,-3.13576
3834,53.51814,-1.65635
3835,53.52506,-1.62123
3836,53.43283,-1.02736
3837,53.41085,-1.28051
3838,53.37666,-1.52593
3839,53.36918,-1.55478
3840,53.35614,-1.50416
3841,53.44283,-1.66035
3842,55.00605,-1.63482
3843,55.01127,-1.54578
3844,55.05258,-1.45564
3845,54.95834,-1.39489
3846,54.95198,-1.414
3847,54.84014,-1.49218
3848,52.4617,-1.91078
3849,52.57478,-1.81448
3850,52.40317,-1.74946
3851,52.39465,-1.73646
3852,52.55924,-2.08813
3853,52.59831,-2.18357
3854,53.88892,-1.87509
3855,53.86344,-1.84292
3856,53.67905,-1.68054
3857,53.59739,-1.86866
3858,53.73866,-1.44966
3859,53.93117,-1.40489
3860,53.92544,-1.37383
3861,53.6954,-1.49494
3862,54.62391,-1.30196
3863,54.49256,-1.51732
3864,53.39042,-2.72695
3865,53.37016,-2.55256
3866,54.08134,-0.41931
3867,52.5689,-0.70035
3868,52.95036,-1.20875
3869,51.35194,-2.48631
3870,51.32407,-2.47544
3871,51.46973,-2.58831
3872,51.492,-2.63176
3873,51.33056,-2.72539
3874,51.43763,-2.82907
3875,51.48438,-2.79127
3876,51.44684,-2.71802
3877,51.42963,-2.44698
3878,51.53272,-2.53988
3879,51.51878,-2.53349
3880,51.49889,-2.51913
3881,50.36766,-4.06099
3882,50.39757,-3.50064
3883,50.45672,-3.55563
3884,52.63617,-0.44092
3885,51.34021,0.57593
3886,51.39997,-1.06535
3887,51.39123,-1.33772
3888,51.4776,-1.04408
3889,51.4271,-1.09494
3890,51.52027,-0.72925
3891,51.47518,-0.60957
3892,51.53306,-0.7377
3893,51.51138,-0.72002
3894,51.50324,-0.85446
3895,52.00713,-0.77605
3896,52.00215,-0.77284
3897,52.05496,-0.73769
3898,52.02197,-0.49193
3899,52.01112,-0.25891
3900,52.05875,-0.26314
3901,52.22391,-0.35426
3902,51.86576,-0.56463
3903,51.83612,-0.80713
3904,51.94649,-0.87433
3905,51.66781,-0.63721
3906,51.68197,-0.70253
3907,51.65813,-0.74784
3908,52.44845,0.21348
3909,52.40607,0.27862
3910,52.45936,0.04674
3911,52.12937,0.31345
3912,52.2483,0.12666
3913,53.20923,-2.89395
3914,53.16959,-2.8119
3915,53.17636,-2.17845
3916,53.34636,-2.1424
3917,53.23346,-2.58592
3918,53.2713,-2.76806
3919,53.15564,-2.6599
3920,53.17232,-2.5885
3921,53.25606,-2.58548
3922,50.88949,-4.50321
3923,54.35196,-2.92039
3924,53.04445,-1.53494
3925,53.22352,-1.45821
3926,52.88757,-1.25362
3927,53.27441,-1.92081
3928,53.45224,-1.90651
3929,50.78927,-3.59328
3930,51.07285,-4.09861
3931,51.06823,-3.98104
3932,50.34046,-3.75068
3933,50.25945,-3.67696
3934,50.57085,-3.54375
3935,50.60414,-3.60794
3936,50.6164,-3.58179
3937,50.80424,-1.96445
3938,50.87021,-1.89041
3939,51.03099,-2.33148
3940,51.00535,-2.18474
3941,50.71955,-2.75031
3942,50.67981,-2.58152
3943,50.73835,-2.81242
3944,50.64921,-2.41589
3945,54.72171,-1.3276
3946,54.8388,-1.39412
3947,51.0525,0.41342
3948,50.90905,0.17791
3949,51.12094,0.14731
3950,51.03067,0.18917
3951,51.58052,0.41533
3952,51.90373,0.8982
3953,51.89837,0.81401
3954,51.68262,0.66307
3955,51.60593,0.63811
3956,51.84208,0.24485
3957,51.80876,0.21735
3958,51.87062,-2.06116
3959,51.90027,-2.38572
3960,51.70393,-2.16202
3961,51.72827,-2.22141
3962,51.7421,-2.27235
3963,51.23413,-1.26072
3964,50.99537,-0.94218
3965,50.99017,-1.35289
3966,50.87523,-1.33069
3967,50.84799,-1.14374
3968,50.82861,-1.21837
3969,51.34694,-0.83398
3970,50.86658,-0.94076
3971,50.87168,-1.04074
3972,50.7403,-1.63914
3973,50.832,-1.69189
3974,50.76536,-1.55368
3975,50.85267,-1.40945
3976,50.96687,-1.87025
3977,50.88041,-1.76453
3978,50.75362,-1.53581
3979,50.80072,-1.75987
3980,50.971,-1.20697
3981,50.90401,-1.07031
3982,51.04245,-1.35036
3983,51.70997,-0.10019
3984,51.73841,-0.4787
3985,51.74747,-0.42839
3986,51.86465,0.17417
3987,51.91094,0.03348
3988,51.80101,0.13101
3989,51.95818,-0.2822
3990,51.95505,-0.26067
3991,51.97501,-0.2285
3992,51.75519,-0.27356
3993,51.82828,-0.36629
3994,51.81502,-0.34716
3995,51.71419,-0.34854
3996,51.64797,-0.47072
3997,51.68085,-0.42351
3998,51.65855,-0.40998
3999,51.79545,-0.21247
4000,51.82859,-0.24343
4001,51.28472,0.53835
4002,51.16699,0.47628
4003,51.14833,1.04322
4004,51.10122,1.08541
4005,51.2162,0.25471
4006,51.15141,0.44464
4007,51.05558,0.50011
4008,53.74708,-2.94153
4009,53.84907,-2.28074
4010,53.86488,-2.41389
4011,53.52483,-2.84309
4012,53.52703,-2.75363
4013,53.86596,-2.73564
4014,52.54612,-1.17023
4015,52.50727,-1.21175
4016,52.47801,-0.89272
4017,52.84887,-0.78574
4018,52.89386,-0.84205
4019,52.84481,-1.334
4020,52.7148,-1.38743
4021,53.22323,-0.05161
4022,53.12957,-0.67737
4023,52.67429,-0.26033
4024,53.26555,-0.50662
4025,52.48537,1.04565
4026,52.64079,1.36616
4027,52.62718,1.34155
4028,52.8139,0.78564
4029,52.92103,1.25059
4030,52.42911,1.2542
4031,52.57387,1.21954
4032,52.29957,-1.07863
4033,52.3469,-0.51192
4034,52.36842,-0.59418
4035,52.44773,-0.6954
4036,52.21145,-0.8878
4037,52.20285,-0.87424
4038,52.14333,-0.8435
4039,55.03042,-2.10336
4040,54.94815,-1.9078
4041,54.36071,-1.32908
4042,54.03737,-1.55714
4043,54.11396,-1.4568
4044,53.96245,-1.52501
4045,53.9711,-1.55234
4046,54.16759,-0.83529
4047,54.28687,-0.66348
4048,53.77105,-1.16423
4049,53.67012,-1.19742
4050,53.33656,-0.99179
4051,53.00756,-0.96871
4052,53.08047,-0.93954
4053,52.9483,-0.94412
4054,52.87416,-1.20892
4055,51.98136,-1.30762
4056,52.00102,-1.48203
4057,51.78158,-1.29259
4058,51.64721,-1.0171
4059,51.70667,-1.32978
4060,52.69807,-2.78584
4061,52.68821,-2.74065
4062,52.52624,-2.83784
4063,50.91892,-2.64272
4064,51.07938,-2.6624
4065,51.00334,-3.09261
4066,52.67009,-1.96551
4067,53.00933,-1.82004
4068,52.69889,-2.10793
4069,52.78643,-2.06559
4070,52.89424,-2.1529
4071,52.06448,1.16624
4072,52.07185,1.15581
4073,52.08417,1.0727
4074,52.23923,0.91743
4075,52.2306,0.71071
4076,52.06909,1.29337
4077,52.4296,1.56272
4078,51.38547,-0.3317
4079,51.38443,-0.3459
4080,51.26361,-0.54502
4081,51.28665,-0.37006
4082,51.31776,-0.2012
4083,51.31163,-0.16518
4084,51.24469,-0.18054
4085,51.24983,-0.21571
4086,51.22645,-0.20585
4087,51.3301,-0.63079
4088,51.23739,-0.13663
4089,51.20928,-0.1292
4090,51.23617,0.01152
4091,51.19774,-0.80873
4092,51.30633,-0.59635
4093,52.22454,-1.65352
4094,52.27596,-1.64668
4095,52.30505,-1.52991
4096,51.01556,-0.85716
4097,50.92265,-0.25057
4098,51.03673,-0.34763
4099,51.04558,-0.02309
4100,50.80812,-0.42712
4101,50.82896,-0.42746
4102,51.46105,-2.1056
4103,51.03653,-1.73832
4104,51.34608,-2.25068
4105,52.34853,-2.02518
4106,52.20596,-2.17733
4107,52.04401,-2.10422
4108,52.0363,-1.8617
4109,52.21338,-1.98224
4110,52.07508,-1.94928
4111,52.14523,-2.0184
4112,53.73866,-1.50747
4113,51.117,-0.74367
4114,51.50275,-0.01967
4115,52.23665,-0.96003
4116,52.18246,-0.88015
4117,52.31723,-2.07421
4118,51.48563,-2.47832
4119,52.30621,0.49881
4120,51.58346,-0.29183
4121,57.16614,-2.21784
4122,57.08372,-2.23564
4123,55.94588,-4.3074
4124,55.92127,-4.33747
4125,55.91764,-4.32771
4126,55.90162,-3.25591
4127,56.06816,-3.4119
4128,56.05534,-3.3957
4129,56.42371,-2.97851
4130,55.84122,-4.24154
4131,58.92575,-2.76549
4132,56.21033,-3.32716
4133,55.72917,-2.52245
4134,56.12559,-4.08453
4135,56.15356,-3.93374
4136,55.93417,-3.65653
4137,51.75276,-4.23699
4138,51.49131,-3.57658
4139,51.43278,-3.23856
4140,51.59077,-2.81275
4141,51.52834,-3.16459
4142,51.53291,-3.29715
4143,51.87381,-3.14425
4144,54.56891,-5.92219
4145,54.59878,-5.843
4146,54.7527,-5.7804
4147,54.46707,-6.27126
4148,54.88373,-5.8541
4149,51.56266,-0.19661
4150,51.62034,-0.27836
4151,51.61963,-0.17184
4152,51.44472,0.14384
4153,51.57438,-0.2826
4154,51.53675,-0.23584
4155,51.56538,-0.32573
4156,51.40125,-0.02383
4157,51.39397,0.07105
4158,51.3893,-0.04712
4159,51.50462,-0.29403
4160,51.52763,-0.30203
4161,51.62154,-0.12757
4162,51.46702,0.01555
4163,51.48562,0.00737
4164,51.49581,-0.22004
4165,51.47897,-0.20719
4166,51.47108,-0.20383
4167,51.58558,-0.1342
4168,51.60973,-0.36038
4169,51.59353,-0.39005
4170,51.57041,-0.36272
4171,51.59599,0.18825
4172,51.58187,0.20506
4173,51.55193,0.26513
4174,51.50911,-0.42167
4175,51.5731,-0.42498
4176,51.54049,-0.11521
4177,51.55674,-0.12874
4178,51.49893,-0.16046
4179,51.49174,-0.17523
4180,51.51391,-0.20931
4181,51.50095,-0.18971
4182,51.48676,-0.18578
4183,51.48986,-0.18649
4184,51.39685,-0.28175
4185,51.41061,-0.27654
4186,51.38243,-0.24979
4187,51.38148,-0.25844
4188,51.3925,-0.25254
4189,51.39497,-0.26918
4190,51.4288,-0.30075
4191,51.40539,-0.20407
4192,51.43808,-0.19349
4193,51.57972,0.02837
4194,51.5645,0.02258
4195,51.42025,-0.37063
4196,51.45088,-0.35617
4197,51.35594,-0.17892
4198,51.45392,-0.17856
4199,51.46275,-0.24086
4200,51.52261,-0.15895
4201,51.52126,-0.16056
4202,51.51806,-0.1634
4203,51.51351,-0.18197
4204,51.50507,-0.1356
4205,53.55009,-2.30033
4206,53.4222,-2.25643
4207,53.49417,-2.34851
4208,53.50566,-2.36848
4209,53.38193,-2.20812
4210,53.36127,-2.15691
4211,53.39028,-2.37762
4212,53.38156,-2.35197
4213,53.41021,-2.34717
4214,53.37933,-2.30562
4215,53.40607,-2.33279
4216,53.42658,-2.81246
4217,53.35605,-2.91336
4218,53.63218,-3.0318
4219,53.62065,-3.03612
4220,53.56234,-3.06559
4221,53.36819,-3.15638
4222,53.4917,-1.48114
4223,53.4305,-1.12323
4224,53.31646,-1.51737
