,latitude,longitude
454,51.40161,-2.8126
455,51.56291,-2.46013
456,51.43192,-0.96851
457,50.83923,-0.161
458,51.97961,-0.5127
459,51.68651,-0.59966
460,53.09849,-2.31696
461,50.4457,-3.72084
462,51.25082,-0.831
463,51.69701,-0.40832
464,51.61951,-0.4109
465,51.6799,-0.47865
466,51.24184,0.54756
467,53.85054,-2.98135
468,52.79981,-1.08333
469,52.52819,-1.3803
470,52.33676,-0.73592
471,55.12373,-1.55042
472,53.95494,-1.62785
473,51.59352,-1.10039
474,51.24421,-2.60262
475,51.27129,-2.86159
476,51.27661,-2.92967
477,51.36939,-0.37054
478,51.08474,-0.69718
479,52.25515,-1.53999
480,51.52691,0.09812
481,51.56842,-0.20209
482,51.58716,-0.18937
483,51.60993,-0.23549
484,51.31013,-0.09957
485,51.42778,-0.23654
486,51.53596,-0.1701
487,53.49342,-1.14216
488,54.89776,-1.4981
489,53.84316,-1.70913
490,53.8785,-1.73663
491,51.37776,-2.33261
492,51.49903,-2.48378
493,51.37279,-0.81711
494,50.84659,-0.16687
495,51.9029,-0.54523
496,51.58471,-0.57914
497,52.31298,-0.22686
498,53.13957,-2.90446
499,53.14364,-2.38731
500,53.21651,-2.5737
501,50.76079,-3.44126
502,54.84587,-1.85649
503,50.7939,0.18972
504,51.62264,0.34763
505,51.05424,-1.58411
506,51.85027,-0.19097
507,51.82633,-0.18521
508,51.2804,0.27627
509,53.01766,-0.65239
510,52.62701,1.19547
511,52.85422,-1.07215
512,51.21216,-2.81087
513,51.36109,-0.34872
514,51.2288,-0.59232
515,51.465,-0.18345
516,51.46846,-3.51542
517,54.59773,-5.78106
518,51.55615,-0.19126
519,51.58296,-0.14079
520,51.5672,-0.47391
521,51.49768,-0.16786
522,51.5106,-0.20766
523,51.49889,-0.18733
524,51.44567,-0.08821
525,52.38494,-1.84777
526,52.37255,-1.80002
527,53.69863,-1.50993
528,53.72784,-0.49711
529,51.53532,-2.61568
530,51.54301,-1.78056
531,51.41867,-0.67335
532,51.77044,-0.92756
533,51.62876,-0.67515
534,51.5457,-0.61453
535,51.57118,-0.53088
536,52.33299,-0.2093
537,53.30277,-2.25556
538,50.1857,-5.18065
539,50.95375,-2.5135
540,50.97187,-0.08284
541,51.90041,-2.0495
542,50.97624,-1.30404
543,51.90408,0.09297
544,51.8276,-0.38327
545,51.2521,0.11657
546,53.82705,-2.73261
547,53.85617,-2.36395
548,52.5395,-1.00248
549,54.02185,-1.63521
550,53.164,-1.12154
551,52.9691,-1.00408
552,51.65835,-1.64207
553,51.34853,-0.42176
554,51.37238,-0.44044
555,51.31869,-0.37784
556,51.33656,-0.23693
557,51.24123,-0.54933
558,51.28515,-0.31137
559,51.25463,-0.00951
560,51.33605,-0.49415
561,52.27532,-1.55402
562,50.89854,-0.19384
563,52.11663,-2.19795
564,51.48534,-2.74823
565,51.27048,0.40218
566,51.99122,-2.1007
567,53.80112,-0.34171
568,51.49861,-2.54842
569,53.04706,-0.77079
570,51.50331,0.02417
571,55.98593,-3.74837
572,51.44672,-3.3046
573,54.66,-5.73203
574,51.64132,-0.23597
575,51.60877,-0.29811
576,51.60267,0.06859
577,51.4817,-0.23067
578,51.43007,-0.08369
579,51.51345,-0.17175
580,51.51952,-0.14758
581,53.39323,-2.36527
582,53.32733,-1.52742
583,53.61544,-1.54425
584,51.37307,-0.97407
585,51.99695,-0.32042
586,51.92356,-0.77353
587,51.61845,-0.58054
588,51.56446,-0.61302
589,53.17356,-2.20734
590,53.23898,-2.53949
591,50.31598,-4.02348
592,50.78017,-1.59038
593,51.09295,-1.23235
594,51.86805,-0.22448
595,51.76338,-0.31424
596,51.22885,1.20331
597,53.80198,-2.88384
598,52.71148,-1.36358
599,53.01841,-1.21938
600,53.43868,-0.94223
601,51.7704,-1.27138
602,51.28319,-2.34798
603,51.13314,-2.83433
604,51.39333,-0.36085
605,51.27202,-0.43428
606,51.20405,-0.38643
607,51.16421,-0.81005
608,51.34033,-0.54434
609,50.82292,-0.47869
610,50.84344,-0.67845
611,51.06057,-0.13595
612,52.36219,-1.98508
613,51.87464,-1.36325
614,51.33698,-2.32986
615,52.53144,-0.27813
616,55.84912,-3.20894
617,51.57342,-0.19114
618,51.54178,-0.21497
619,51.3706,0.05821
620,51.61622,-0.43214
621,51.48882,-0.29394
622,51.43002,-0.32705
623,52.57325,-1.83362
624,51.62669,-2.48593
625,51.59984,-1.78908
626,51.4235,0.53198
627,52.09181,-0.2516
628,52.04226,-0.55743
629,52.11107,-0.49622
630,51.77407,-1.00159
631,52.14873,-0.11562
632,53.31699,-2.21503
633,52.85539,-1.44584
634,50.72773,-2.99518
635,50.68882,-3.47143
636,50.43223,-3.6391
637,50.84582,-1.822
638,50.91913,0.01222
639,51.77012,0.53446
640,51.84132,-2.15469
641,51.1267,-0.86007
642,50.88372,-1.27808
643,51.00443,-1.33851
644,51.07216,-1.34378
645,51.97325,-0.12389
646,51.76238,-0.32304
647,51.74076,-0.35934
648,51.31423,0.20151
649,51.13387,0.41137
650,51.11606,0.26471
651,53.70541,-2.66626
652,53.79923,-2.63728
653,52.48,-1.25342
654,52.57602,1.34184
655,52.35372,-1.11695
656,54.02232,-1.46347
657,53.79607,-1.24343
658,51.50042,-0.93017
659,51.50668,-0.88957
660,51.11882,-2.66486
661,51.37645,-0.42968
662,51.35972,-0.45063
663,51.26601,-0.40778
664,51.43029,-0.56361
665,51.31007,-0.70703
666,51.14004,-0.5005
667,51.33378,-0.51222
668,52.14125,-1.62685
669,51.00305,-0.07866
670,52.29559,-2.17523
671,53.65763,-2.40637
672,51.783,-1.26738
673,51.09105,-3.01774
674,55.03305,-1.52269
675,51.43493,-0.93234
676,51.28285,-1.12397
677,51.75331,0.51042
678,51.62814,-3.01265
679,51.63111,-0.28587
680,51.59579,-0.21428
681,51.58942,-0.1828
682,51.39584,0.05521
683,51.35835,0.0341
684,51.49708,-0.19959
685,51.45567,-0.08975
686,53.34707,-1.51041
687,54.67579,-1.29899
688,52.67881,-2.5388
689,51.41656,-2.37709
690,51.63354,-2.40115
691,50.69434,-1.93435
692,51.42886,-0.77434
693,50.85213,-0.17151
694,51.93284,-0.65065
695,51.78869,-0.75356
696,51.71713,-0.62785
697,51.64403,-0.64907
698,52.21858,0.10236
699,52.23076,0.20504
700,53.28133,-2.25657
701,53.29457,-2.35131
702,53.22547,-2.63608
703,51.82349,0.50556
704,52.02823,-2.15593
705,51.67408,-0.34081
706,51.26716,0.16862
707,51.25566,0.19036
708,51.24361,0.07134
709,51.12512,0.58195
710,53.80788,-2.71267
711,52.45245,-1.06365
712,52.51268,1.16914
713,52.28651,-0.89656
714,52.50216,-0.42422
715,52.36156,-0.67924
716,52.39169,-0.68465
717,52.06366,-0.86481
718,54.9605,-2.08664
719,53.11539,-0.99623
720,52.98766,-0.93399
721,51.9253,-1.26093
722,51.54386,-1.03564
723,52.67735,-2.36659
724,51.39582,-0.3474
725,51.34229,-0.44783
726,51.24197,-0.71242
727,51.21965,-0.36386
728,51.31953,-0.21958
729,51.41111,-0.39594
730,51.36823,-0.64523
731,51.15397,-0.43707
732,52.22814,-1.79534
733,52.34701,-1.58336
734,52.28457,-1.46803
735,50.81249,-0.79945
736,51.09484,-1.77882
737,52.26596,-1.60957
738,52.00955,-0.79413
739,55.88753,-3.64517
740,51.63339,-0.25319
741,51.54102,-0.15478
742,51.55534,-0.20248
743,51.34319,-0.12046
744,51.47188,-0.21529
745,51.59878,-0.35423
746,51.6096,-0.3945
747,51.44446,-0.17381
748,51.49794,-0.15027
749,51.51089,-0.15324
750,53.3947,-2.02133
751,53.38532,-2.36102
752,53.39703,-2.41234
753,53.38013,-1.23019
754,53.72354,-0.45473
755,51.47599,-2.80802
756,51.59104,-2.48548
757,51.38699,-0.89395
758,51.42429,-0.85217
759,51.49831,-0.86682
760,51.37395,-0.79973
761,52.0337,-0.78286
762,50.58791,-1.23882
763,52.03392,-0.23069
764,51.92595,-0.95776
765,51.50182,-0.51359
766,52.31455,0.38146
767,52.25314,0.29066
768,53.31927,-2.12317
769,53.27165,-2.68242
770,50.72725,-3.2863
771,54.75522,-1.52996
772,51.05294,0.14008
773,51.87989,0.8005
774,51.76875,0.17295
775,51.74398,0.22462
776,51.58028,0.67298
777,51.22178,-1.36318
778,50.99768,-1.36783
779,51.64507,-0.34722
780,51.83641,-0.20783
781,51.22424,0.23617
782,53.68783,-2.63979
783,54.05592,-2.77759
784,54.17287,-2.78582
785,52.76511,-1.4238
786,52.34076,-0.82517
787,55.40546,-1.69887
788,54.44897,-1.27627
789,52.87995,-1.07989
790,51.56937,-1.14948
791,51.52613,-0.9115
792,51.74792,-1.3077
793,51.63873,-1.25857
794,51.78533,-1.51712
795,51.26115,-2.51115
796,51.2174,-2.34776
797,51.03829,-3.0645
798,51.3945,-0.57736
799,52.29118,-1.28758
800,50.82667,-0.64413
801,50.82214,-0.84513
802,51.02978,-0.16207
803,52.37599,-1.99661
804,52.16318,-2.16997
805,51.10418,-0.87769
806,51.40703,-0.78412
807,52.35793,-1.30446
808,51.63879,0.81496
809,52.5318,-0.2673
810,55.84718,-3.19105
811,51.48871,-3.45522
812,51.64029,-2.75872
813,51.59429,-0.1962
814,51.61597,-0.22461
815,51.57842,-0.15886
816,51.59389,-0.37783
817,51.40933,-0.26357
818,51.42528,-0.21499
819,51.46031,-0.28491
820,51.34718,-0.17596
821,53.4624,-2.58877
822,54.96279,-1.74938
823,53.92452,-1.40368
824,53.91618,-1.41995
825,53.38994,-2.47207
826,51.38386,-2.49593
827,51.48963,-2.60649
828,51.3664,-2.73126
829,51.42449,-0.73843
830,51.45374,-1.24323
831,51.50495,-1.32302
832,51.4734,-0.99604
833,52.0189,-0.33787
834,52.015,-0.21707
835,51.79608,-0.70051
836,51.60153,-0.63986
837,51.5936,-0.66303
838,51.74776,-0.85592
839,51.62139,-0.72294
840,52.08436,0.01657
841,52.15272,0.17189
842,53.28081,-2.13366
843,50.33653,-4.75153
844,54.70319,-1.58306
845,50.96264,-0.02042
846,50.84945,-0.02644
847,51.63761,0.56014
848,51.87691,-1.70384
849,51.6119,-2.33732
850,51.79382,-2.13874
851,51.28341,-0.94994
852,51.04751,-1.31678
853,51.80578,-0.55325
854,51.65257,-0.276
855,51.85169,-0.30528
856,51.80658,-0.31885
857,51.64544,-0.5299
858,51.84225,-0.19702
859,51.14682,0.90824
860,52.27778,-1.15871
861,52.05105,-0.90549
862,52.12491,-0.94021
863,54.07586,-1.24298
864,51.61319,-1.25648
865,51.53233,-0.99027
866,51.59433,-1.41035
867,52.65199,-2.37101
868,51.08687,-2.40563
869,52.67814,-1.77157
870,52.11206,0.53159
871,52.13292,0.45768
872,51.38439,-0.31405
873,51.39127,-0.33085
874,51.25714,-0.55121
875,51.20902,-0.56321
876,51.15615,0.01082
877,51.24601,0.00089
878,52.11552,-1.53155
879,52.19305,-1.59347
880,52.35373,-1.54984
881,50.96111,-0.21313
882,51.47727,-2.17879
883,51.35136,-2.30957
884,51.31368,-2.13824
885,52.19376,-2.30174
886,52.21982,-0.07132
887,55.8761,-4.38025
888,55.77119,-4.24954
889,55.98285,-3.45931
890,51.44337,-3.44794
891,51.59618,-0.20434
892,51.35999,0.09835
893,51.56017,-0.16704
894,51.57165,-0.14378
895,51.54521,-0.45479
896,51.42841,-0.26495
897,51.40555,-0.33528
898,51.5255,-0.18157
899,53.91473,-1.82816
900,53.89868,-1.63749
901,53.37799,-2.46707
902,51.62858,-2.5481
903,50.70762,-1.92245
904,51.42545,0.56171
905,51.3764,-0.76046
906,51.39125,-0.62593
907,52.16248,-0.35878
908,51.8883,-0.51802
909,51.78487,-0.79348
910,51.83029,-0.6641
911,52.31807,-0.17413
912,53.33074,-2.21612
913,53.20374,-2.67431
914,52.90197,-1.67209
915,50.70726,-3.4318
916,50.53619,-3.63657
917,51.64908,-2.66784
918,51.77989,-2.20123
919,51.30122,-1.14033
920,50.99277,-1.3241
921,51.07436,-1.3081
922,51.70699,-0.48886
923,51.80144,0.07034
924,51.81471,-0.39543
925,52.7043,-1.23672
926,52.50534,-1.11445
927,52.94012,-0.79358
928,52.43593,-1.01608
929,52.08987,-1.02017
930,54.92881,-1.92791
931,53.98244,-1.36626
932,52.97605,-1.04944
933,53.08417,-1.15895
934,51.52021,-1.10069
935,51.71947,-1.34596
936,51.56317,-1.24902
937,51.58116,-1.56721
938,51.62102,-1.34248
939,51.61491,-1.31208
940,51.22805,-2.31314
941,50.9367,-3.1277
942,52.79235,-1.6775
943,52.60252,-1.87216
944,52.62869,-1.64703
945,52.24678,0.49589
946,52.17891,1.59237
947,51.40454,-0.35434
948,51.25771,-0.42743
949,51.33443,-0.73054
950,51.14105,-0.61473
951,51.31322,-0.53476
952,52.37864,-1.30093
953,52.06023,-1.63439
954,52.35155,-1.85344
955,52.24211,-1.60008
956,50.81745,-0.74805
957,51.04208,-0.80859
958,50.9424,-0.46182
959,51.00966,-0.04977
960,51.07359,-0.0545
961,51.5473,-2.04156
962,51.09131,-1.78218
963,51.4092,-0.936
964,55.99085,-2.66826
965,55.99466,-2.53055
966,55.89309,-4.17721
967,51.45891,-3.60219
968,51.63934,-2.68784
969,51.54412,-3.16423
970,54.54814,-5.96369
971,51.62479,-0.18925
972,51.61411,-0.32097
973,51.6097,-0.40838
974,51.49484,-0.20276
975,51.50077,-0.20395
976,51.5914,0.01565
977,51.45853,-0.23018
978,51.49444,-0.15292
979,53.49857,-2.42527
980,53.36808,-2.30523
981,53.35781,-3.15724
982,53.36548,-1.54325
983,53.93435,-1.82364
984,53.88106,-1.44626
985,53.37946,-2.75158
986,53.39421,-2.73415
987,53.4628,-2.53517
988,53.38168,-2.47891
989,53.74043,-0.53244
990,52.89239,-1.52134
991,51.39373,-2.64002
992,50.71257,-1.91015
993,51.47687,0.27736
994,51.50446,-0.70749
995,51.39823,-0.65842
996,52.00626,-0.78966
997,50.73826,-1.31046
998,52.00806,-0.6296
999,52.00925,-0.52782
1000,52.00969,-0.42715
1001,51.6875,-0.73337
1002,52.1735,0.14971
1003,52.21057,0.3067
1004,52.26289,-0.06489
1005,53.12434,-2.5091
1006,53.2662,-3.04246
1007,53.31072,-2.53777
1008,50.23974,-5.09079
1009,52.88289,-1.41348
1010,52.75892,-1.63011
1011,50.39602,-3.7593
1012,50.88596,0.53571
1013,50.99837,0.08496
1014,51.06211,0.29316
1015,51.82929,0.65068
1016,51.791,0.14223
1017,51.85016,1.0683
1018,51.88259,0.19369
1019,51.87595,-2.07605
1020,51.69791,-2.04893
1021,51.09461,-1.35046
1022,51.0022,-1.25144
1023,51.87676,0.1389
1024,51.98239,-0.28693
1025,51.64553,-0.43512
1026,51.22532,0.94822
1027,51.21414,0.06005
1028,51.27311,0.17716
1029,52.75309,-1.20362
1030,52.70391,-1.14266
1031,52.34811,-1.04224
1032,52.54758,-0.58294
1033,52.19606,-0.99276
1034,55.25419,-1.7286299999999999
1035,53.88864,-1.19265
1036,52.90672,-1.07648
1037,51.89721,-1.15306
1038,51.73537,-1.07203
1039,51.8925,-1.52613
1040,51.8211,-1.43782
1041,52.18656,0.56084
1042,52.13587,1.26965
1043,51.37457,-0.41482
1044,51.35518,-0.23267
1045,51.29108,-0.42095
1046,51.26156,-0.32503
1047,51.14994,-0.05847
1048,51.20224,-0.77539
1049,51.21431,-0.76219
1050,52.22147,-1.4602
1051,52.29926,-1.53623
1052,52.26914,-1.51575
1053,50.8223,-0.53673
1054,51.00932,-0.11876
1055,51.43759,-2.16084
1056,51.27041,0.41615
1057,52.37757,-1.83649
1058,53.42461,-2.75466
1059,51.82033,-2.27994
1060,51.46206,-0.20025
1061,51.66331,0.45683
1062,51.50216,-2.54199
1063,56.99507,-2.23032
1064,56.00655,-2.85912
1065,55.84831,-3.14141
1066,55.7427,-4.17181
1067,51.65469,-3.85937
1068,54.68425,-5.99032
1069,54.64048,-5.80131
1070,51.59461,-0.22518
1071,51.61831,-0.25039
1072,51.54119,-0.17315
1073,51.32513,-0.11928
1074,51.57464,0.23146
1075,51.49442,-0.16435
1076,51.41953,-0.23261
1077,51.44283,-0.29239
